img_id;img_path;image_dim;tool;bbox;bbox_area;annotation_type
163;data/roboflow/nail_15_jpg.rf.7e07e37aae26e758ded31604210a1bdf.jpg;[259, 194];nail_gun;[106, 105, 113.19, 120.47];111.229;index_finger
164;data/roboflow/hammer_15_jpg.rf.6eb9f0d8aff263ee6bbe512f6c3a8362.jpg;[200, 180];hammer;[85, 98, 170, 114.76];1424.6;four_finger
165;data/roboflow/drill_14_jpg.rf.48b8a06b8732562d7b244613b2c90bfc.jpg;[500, 300];drill;[185, 252, 212.63, 267.27];421.91;index_finger
166;data/roboflow/saw_6_jpg.rf.eac0e3851c38dfa8b6a5efb40f5eeda3.jpg;[900, 1200];circular_saw;[290, 417, 380, 451];3060.0;index_finger
167;data/roboflow/drill_7_jpg.rf.1e972d47ab5067c6a9a37d06c7244a73.jpg;[1125, 1125];drill;[482, 612, 527, 628];720.0;index_finger
168;data/roboflow/hammer_16_jpg.rf.b68d7216a71544b9127949ebb4328060.jpg;[300, 400];hammer;[213, 15, 347, 146.33];17598.22;four_finger
169;data/roboflow/allen_0_jpg.rf.9831ceb15ba0394c612a3ce5e77a0ab1.jpg;[1200, 658];allen_key;[483, 101, 543, 1060.38];57562.8;four_finger
170;data/roboflow/allen_5_jpg.rf.59c0f99f54920817d8557916290da3c4.jpg;[225, 169];allen_key;[64, 43, 90.67, 184.94];3785.54;four_finger
171;data/roboflow/hammer_0_jpg.rf.a367809a323966ccb20750815967b2dc.jpg;[300, 400];hammer;[96, 113, 361.34, 249.33];36173.802;four_finger
172;data/roboflow/solder_17_jpg.rf.78859b21a0c6bf102e6eb651af7f0880.jpg;[686, 386];solder_iron;[140, 58, 186.79, 352.29];13769.829;four_finger
173;data/roboflow/hammer_12_jpg.rf.f19a2f6e8bbb763e189711e593efac7c.jpg;[194, 259];hammer;[136, 74, 211.63, 87.33];1008.148;four_finger
174;data/roboflow/solder_4_jpg.rf.5aed0994a4415fcda7b62fdd8d456fef.jpg;[2155, 1595];solder_iron;[626, 608, 859.75, 1179.25];133529.688;four_finger
175;data/roboflow/wrench_6_jpg.rf.c87f7434a7bd8954688f4a8699d9f87d.jpg;[400, 300];wrench;[40, 153, 177.5, 339.5];25643.75;four_finger
176;data/roboflow/glue_18_jpg.rf.d0dda10f6eb24fe692aa23d0aab963e8.jpg;[3264, 2448];glue_gun;[1207, 1492, 1733.67, 1668.66];93041.522;index_finger
177;data/roboflow/screwdriver_14_jpg.rf.43d008f5298fdb8d32a000dcbfc20d5f.jpg;[300, 400];screwdriver;[3, 145, 85, 209];5248.0;four_finger
178;data/roboflow/drill_8_jpg.rf.446ff4194ea5f6f40308041f14723583.jpg;[1200, 1200];drill;[526, 551, 610, 594];3612.0;index_finger
179;data/roboflow/hammer_2_jpg.rf.cd873a1251dafc8339f959a1543c129d.jpg;[300, 273];hammer;[116, 19, 181.45999999999998, 209.23];12452.456;four_finger
180;data/roboflow/nail_19_jpg.rf.54dbcfec9351343785e8ae2341bcd152.jpg;[225, 196];nail_gun;[66, 90, 73.74, 103.71000000000001];106.115;index_finger
181;data/roboflow/wrench_19_jpg.rf.b0b0e22ad6dbcee249bbf45b5b667751.jpg;[375, 500];wrench;[136, 91, 358.90999999999997, 258.5];37337.425;four_finger
182;data/roboflow/drill_9_jpg.rf.f3f19c6472fe36549dc1526e4ccbadbc.jpg;[1200, 1200];drill;[552, 574, 642, 602];2520.0;index_finger
183;data/roboflow/allen_8_jpg.rf.0c60c9593220eb8296792523463197ed.jpg;[675, 675];allen_key;[123, 145, 283.56, 340.56];31399.114;four_finger
184;data/roboflow/glue_8_jpg.rf.0df23a4f53349dd006c1bab9b7f396ef.jpg;[1200, 1200];glue_gun;[623, 649, 720, 676];2619.0;index_finger
185;data/roboflow/drill_1_jpg.rf.ad0311e1f82d679d8b11b5f7af83e7ba.jpg;[1536, 2048];drill;[867, 737, 968.66, 825.33];8979.628;index_finger
186;data/roboflow/screwdriver_13_jpg.rf.6eb41898b20b245ef9855ffd4d759eaf.jpg;[1200, 1200];screwdriver;[213, 292, 548, 579];96145.0;four_finger
187;data/roboflow/saw_13_jpg.rf.6c2a2ffc316fe722a802dfdeaa792205.jpg;[1024, 683];circular_saw;[350, 737, 375.56, 755.33];468.515;index_finger
188;data/roboflow/glue_16_jpg.rf.58133883125a2e8669acf4c349531813.jpg;[800, 800];glue_gun;[239, 381, 371.5, 423.5];5631.25;index_finger
189;data/roboflow/hammer_11_jpg.rf.7127bdc7954f8ed0c83efa64f439d5ee.jpg;[177, 284];hammer;[34, 79, 148.09, 103.32];2774.669;four_finger
190;data/roboflow/screwdriver_8_jpg.rf.ff89afcd7ff42203451f1b83d4282260.jpg;[900, 1200];screwdriver;[637, 243, 1106, 421];83482.0;four_finger
191;data/roboflow/glue_4_jpg.rf.42589b357cb58229f80db34330c489a2.jpg;[800, 587];glue_gun;[333, 382, 414, 408];2106.0;index_finger
192;data/roboflow/drill_17_jpg.rf.6576ae60e8e062a8c7aee0fac775b675.jpg;[400, 400];drill;[139, 206, 171.67000000000002, 226];653.4;index_finger
193;data/roboflow/solder_8_jpg.rf.bd0265780fd448ad5ea358a0e3d9d140.jpg;[970, 728];solder_iron;[189, 434, 377.12, 757.12];60785.334;four_finger
194;data/roboflow/wacker_10_jpg.rf.59b3c438afa5389e99aeb3141c689c70.jpg;[333, 250];weed_wacker;[122, 259, 138.88, 278.38];327.134;index_finger
195;data/roboflow/allen_18_jpg.rf.f8eb96b280ed44d4ff2402621a4f2524.jpg;[1200, 1200];allen_key;[369, 507, 884, 1058];283765.0;four_finger
196;data/roboflow/wrench_17_jpg.rf.c962a7fe663f17b6539a8ba3b20f407b.jpg;[3024, 4032];wrench;[1465, 1160, 2545, 1542.5];413100.0;four_finger
197;data/roboflow/solder_1_jpg.rf.2a611d6f4135cf0fe7dd546a00c68287.jpg;[900, 1200];solder_iron;[407, 297, 883, 463];79016.0;four_finger
198;data/roboflow/wacker_19_jpg.rf.3173357cc72f6961605adbc301c4d09f.jpg;[1080, 810];weed_wacker;[389, 619, 400.88, 648.38];349.034;index_finger
199;data/roboflow/nail_3_jpg.rf.7da9e3dd7ccb178910591121f6b637a6.jpg;[408, 450];nail_gun;[200, 191, 210, 230.28];392.8;index_finger
