,img_id,img_path,text_output,pred_bbox,pred_bbox_area,target_bbox,iou
102,102,data/roboflow/drill_15_jpg.rf.cf5a361374a6941061ada1024ee8a0ef.jpg,"```json\n                                                                                  [366,486,420,550]\n                                                                                  ```","[366.0, 486.0, 420.0, 550.0]",3456.0,"[534.0, 389.0, 583.17, 475.65999999999997]",0.0
103,103,data/roboflow/allen_10_jpg.rf.f22ee109908456d2820f51f610f46529.jpg,"```json\n                                                                                  [300,71,540,940]\n                                                                                  ```","[300.0, 71.0, 540.0, 940.0]",208560.0,"[227.0, 303.0, 934.5, 410.5]",0.09968462181180664
104,104,data/roboflow/wrench_13_jpg.rf.4caf9cd8b49890ef93a1c00ce41e08ee.jpg,"```json\n                                                                                  [162,460,808,646]\n                                                                                  ```","[162.0, 460.0, 808.0, 646.0]",120156.0,"[108.0, 76.0, 138.0, 137.48]",0.0
105,105,data/roboflow/nail_13_jpg.rf.1f0041024e3f62229e34450ab961ebf1.jpg,"```json\n                                                                                  [363,430,418,476]\n                                                                                  ```","[363.0, 430.0, 418.0, 476.0]",2530.0,"[258.0, 219.0, 268.0, 237.0]",0.0
106,106,data/roboflow/solder_9_jpg.rf.5cee98ab2544208a4c02239bf354b2a5.jpg,"```json\n                                                                                  [262,326,680,860]\n                                                                                  ```","[262.0, 326.0, 680.0, 860.0]",223212.0,"[218.0, 157.0, 403.84000000000003, 284.08]",0.0
107,107,data/roboflow/nail_11_jpg.rf.c6410dd7af2bad845d6cabc69b20f5b6.jpg,"```json\n                                                                                  [428,619,479,680]\n                                                                                  ```","[428.0, 619.0, 479.0, 680.0]",3111.0,"[690.0, 348.0, 718.12, 384.87]",0.0
108,108,data/roboflow/glue_5_jpg.rf.74127088b07faf53064c99c5a1c9729f.jpg,"```json\n                                                                                  [186,566,260,660]\n                                                                                  ```","[186.0, 566.0, 260.0, 660.0]",6956.0,"[1002.0, 614.0, 1071.0, 791.0]",0.0
109,109,data/roboflow/allen_17_jpg.rf.4abd1e9438888b7b74a5d25c9c14f57f.jpg,"```json\n                                                                                  [340,430,579,791]\n                                                                                  ```","[340.0, 430.0, 579.0, 791.0]",86279.0,"[299.0, 239.0, 438.5, 337.5]",0.0
110,110,data/roboflow/saw_3_jpg.rf.00ac9c7738eca4db89990d955e913c97.jpg,"```json\n                                                                                  [101,360,160,442]\n                                                                                  ```","[101.0, 360.0, 160.0, 442.0]",4838.0,"[362.0, 178.0, 396.17, 223.0]",0.0
111,111,data/roboflow/saw_15_jpg.rf.d95aa641412a788141d574db07c90dc0.jpg,"```json\n                                                                                  [106,333,180,433]\n                                                                                  ```","[106.0, 333.0, 180.0, 433.0]",7400.0,"[415.0, 165.0, 446.5, 225.5]",0.0
112,112,data/roboflow/allen_12_jpg.rf.d2442148d7fb66f0c553106bd546fde5.jpg,"```json\n                                                                                  [291, 479, 876, 819]\n                                                                                  ```","[291.0, 479.0, 876.0, 819.0]",198900.0,"[128.0, 61.0, 168.55, 125.31]",0.0
113,113,data/roboflow/drill_10_jpg.rf.617b871bde9bf6d7f74ce46376ba9677.jpg,"```json\n                                                                                  [402,473,451,526]\n                                                                                  ```","[402.0, 473.0, 451.0, 526.0]",2597.0,"[287.0, 188.0, 300.84, 217.23]",0.0
114,114,data/roboflow/screwdriver_17_jpg.rf.6f3ba1391076f55e6d1477d0a2a04490.jpg,"```json\n                                                                                  [404,433,941,618]\n                                                                                  ```","[404.0, 433.0, 941.0, 618.0]",99345.0,"[132.0, 222.0, 186.66, 361.33000000000004]",0.0
115,115,data/roboflow/nail_10_jpg.rf.e8c10c27adad7180f857ed963ee8ea4d.jpg,"```json\n                                                                                  [202, 387, 269, 480]\n                                                                                  ```","[202.0, 387.0, 269.0, 480.0]",6231.0,"[135.0, 124.0, 146.04, 134.83]",0.0
116,116,data/roboflow/wrench_14_jpg.rf.311eeee1f50a33d7ba19b31e3cff11b1.jpg,"```json\n                                                                                  [376, 466, 453, 929]\n                                                                                  ```","[376.0, 466.0, 453.0, 929.0]",35651.0,"[1160.0, 790.0, 1865.0, 946.67]",0.0
117,117,data/roboflow/wacker_4_jpg.rf.8b58c303a0be79b0bf5eb1787863c3ab.jpg,"```json\n                                                                                  [525,468,552,502]\n                                                                                  ```","[525.0, 468.0, 552.0, 502.0]",918.0,"[436.0, 646.0, 454.0, 695.0]",0.0
118,118,data/roboflow/wrench_15_jpg.rf.42f8c7c01944ef48270def696cf1043d.jpg,"```json\n                                                                                  [101, 100, 408, 174]\n                                                                                  ```","[101.0, 100.0, 408.0, 174.0]",22718.0,"[141.0, 76.0, 565.0, 590.0]",0.08944480660582356
119,119,data/roboflow/hammer_1_jpg.rf.55e5712fb05f7db21a76e912587ec234.jpg,"```json\n                                                                                  [458,430,943,539]\n                                                                                  ```","[458.0, 430.0, 943.0, 539.0]",52865.0,"[82.0, 120.0, 110.13, 244.38]",0.0
120,120,data/roboflow/screwdriver_1_jpg.rf.f272de78412ad2c531057645ec07c61e.jpg,"```json\n                                                                                  [152,470,502,674]\n                                                                                  ```","[152.0, 470.0, 502.0, 674.0]",71400.0,"[262.0, 66.0, 321.06, 157.56]",0.0
121,121,data/roboflow/allen_19_jpg.rf.00ae41782552de95b6dbe42a2033dd17.jpg,"```json\n                                                                                  [338,280,630,790]\n                                                                                  ```","[338.0, 280.0, 630.0, 790.0]",148920.0,"[145.0, 134.0, 303.83000000000004, 225.17000000000002]",0.0
122,122,data/roboflow/drill_13_jpg.rf.52f030bf69a62861b2393732da0e9827.jpg,"```json\n                                                                                  [226,240,310,322]\n                                                                                  ```","[226.0, 240.0, 310.0, 322.0]",6888.0,"[312.0, 307.0, 430.0, 393.0]",0.0
123,123,data/roboflow/hammer_17_jpg.rf.d4b91f72a62fc90a8873256c5bf4bc3c.jpg,"```json\n                                                                                  [451,506,616,896]\n                                                                                  ```","[451.0, 506.0, 616.0, 896.0]",64350.0,"[828.0, 337.0, 1453.83, 468.66999999999996]",0.0
124,124,data/roboflow/drill_4_jpg.rf.4248ac48968ef128b497e218c7a23095.jpg,"```json\n                                                                                  [210, 438, 286, 566]\n                                                                                  ```","[210.0, 438.0, 286.0, 566.0]",9728.0,"[180.0, 222.0, 201.0, 234.5]",0.0
125,125,data/roboflow/drill_19_jpg.rf.75f6f2ec74b675459c112a2a9161f551.jpg,"```json\n                                                                                  [488,540,552,626]\n                                                                                  ```","[488.0, 540.0, 552.0, 626.0]",5504.0,"[274.0, 240.0, 309.42, 259.16]",0.0
126,126,data/roboflow/saw_8_jpg.rf.be9b0007f6a223a997ebd5619bfe44dc.jpg,"```json\n                                                                                  [187,383,266,468]\n                                                                                  ```","[187.0, 383.0, 266.0, 468.0]",6715.0,"[212.0, 109.0, 230.75, 138.59]",0.0
127,127,data/roboflow/glue_0_jpg.rf.5cb7eab2a906d41299bc60c6d9b206be.jpg,"```json\n                                                                                  [388,582,492,657]\n                                                                                  ```","[388.0, 582.0, 492.0, 657.0]",7800.0,"[1243.0, 715.0, 1324.67, 1100.0]",0.0
128,128,data/roboflow/saw_7_jpg.rf.109812051e475e298545865a31ed87f6.jpg,"```json\n                                                                                  [230,650,272,709]\n                                                                                  ```","[230.0, 650.0, 272.0, 709.0]",2478.0,"[626.0, 354.0, 660.16, 385.67]",0.0
129,129,data/roboflow/nail_0_jpg.rf.cf3d235e94862258918057e38236c8dd.jpg,"```json\n                                                                                  [300,170,343,229]\n                                                                                  ```","[300.0, 170.0, 343.0, 229.0]",2537.0,"[394.0, 554.0, 459.0, 578.0]",0.0
130,130,data/roboflow/glue_19_jpg.rf.d413783fc14438fec0222b1250d37c98.jpg,"```json\n                                                                                  [386, 416, 457, 491]\n                                                                                  ```","[386.0, 416.0, 457.0, 491.0]",5325.0,"[104.0, 98.0, 128.22, 123.31]",0.0
131,131,data/roboflow/screwdriver_3_jpg.rf.3a333c42804a68966bea544528966317.jpg,"```json\n                                                                                  [185,436,352,546]\n                                                                                  ```","[185.0, 436.0, 352.0, 546.0]",18370.0,"[274.0, 116.0, 334.5, 321.0]",0.0
132,132,data/roboflow/drill_2_jpg.rf.1a5212189e5706880c9479850bc0fc97.jpg,"```json\n                                                                                  [393,460,459,526]\n                                                                                  ```","[393.0, 460.0, 459.0, 526.0]",4356.0,"[541.0, 673.0, 618.5, 783.0]",0.0
133,133,data/roboflow/wrench_0_jpg.rf.968d82377e09dd33302425888696c200.jpg,"```json\n                                                                                  [83,648,429,967]\n                                                                                  ```","[83.0, 648.0, 429.0, 967.0]",110374.0,"[2092.0, 227.0, 2792.0, 817.0]",0.0
134,134,data/roboflow/glue_14_jpg.rf.ef00da097967ccc7af96873d9d3dc333.jpg,"```json\n                                                                                  [206,297,262,382]\n                                                                                  ```","[206.0, 297.0, 262.0, 382.0]",4760.0,"[75.0, 77.0, 79.04, 100.23]",0.0
135,135,data/roboflow/wrench_2_jpg.rf.a2afaa627952c8b40ba0f8ae446395f4.jpg,"```json\n                                                                                  [390, 358, 860, 863]\n                                                                                  ```","[390.0, 358.0, 860.0, 863.0]",237350.0,"[340.0, 457.0, 728.0, 1025.0]",0.4281604712548283
136,136,data/roboflow/glue_17_jpg.rf.db2f88c43c959eebeeaaa9c9a5512e5c.jpg,"```json\n                                                                                  [286,369,342,440]\n                                                                                  ```","[286.0, 369.0, 342.0, 440.0]",3976.0,"[75.0, 77.0, 80.65, 99.74]",0.0
137,137,data/roboflow/drill_18_jpg.rf.0f42ffb7f664acc515f8d2a839cb54ca.jpg,"```json\n                                                                                  [378,587,420,660]\n                                                                                  ```","[378.0, 587.0, 420.0, 660.0]",3066.0,"[491.0, 525.0, 545.0, 612.0]",0.0
138,138,data/roboflow/wacker_13_jpg.rf.6d69a2148e91250045526bbc78181b15.jpg,"```json\n                                                                                  [78, 836, 115, 879]\n                                                                                  ```","[78.0, 836.0, 115.0, 879.0]",1591.0,"[1705.0, 138.0, 1752.5, 170.5]",0.0
139,139,data/roboflow/wacker_0_jpg.rf.86c904f3270e1c14d2dc09cd4c07c125.jpg,"```json\n                                                                                  [362,608,392,660]\n                                                                                  ```","[362.0, 608.0, 392.0, 660.0]",1560.0,"[700.0, 374.0, 755.71, 390.43]",0.0
140,140,data/roboflow/screwdriver_9_jpg.rf.75fc1ec75dcf784c3571c406697000b1.jpg,"```json\n                                                                                  [76, 365, 280, 521]\n                                                                                  ```","[76.0, 365.0, 280.0, 521.0]",31824.0,"[68.0, 23.0, 104.46000000000001, 111.54]",0.0
141,141,data/roboflow/nail_2_jpg.rf.17dbc55b6601a8b0ad44d388c3685117.jpg,"```json\n                                                                                  [290,179,348,262]\n                                                                                  ```","[290.0, 179.0, 348.0, 262.0]",4814.0,"[217.0, 302.0, 251.5, 338.0]",0.0
142,142,data/roboflow/hammer_6_jpg.rf.d97604e1b053a8bb69c2abccd9896ef5.jpg,"```json\n                                                                                  [414,259,572,870]\n                                                                                  ```","[414.0, 259.0, 572.0, 870.0]",96538.0,"[119.0, 123.0, 331.0, 159.5]",0.0
143,143,data/roboflow/hammer_7_jpg.rf.f20fc313f9dc5bcf87ab92fa78e56629.jpg,"```json\n                                                                                  [439, 58, 634, 758]\n                                                                                  ```","[439.0, 58.0, 634.0, 758.0]",136500.0,"[20.0, 132.0, 301.94, 196.5]",0.0
144,144,data/roboflow/wrench_12_jpg.rf.327c0c64c489bb9a731ba4043353d7d4.jpg,"```json\n                                                                                  [448,418,976,577]\n                                                                                  ```","[448.0, 418.0, 976.0, 577.0]",83952.0,"[855.0, 885.0, 1151.67, 1825.0]",0.0
145,145,data/roboflow/hammer_19_jpg.rf.ed319d2dccdb410a674538614e984936.jpg,"```json\n                                                                                  [389, 468, 514, 957]\n                                                                                  ```","[389.0, 468.0, 514.0, 957.0]",61125.0,"[127.0, 93.0, 208.48000000000002, 117.26]",0.0
146,146,data/roboflow/solder_3_jpg.rf.059fb280e11c0615605b82aaf38b56b4.jpg,"```json\n                                                                                  [387,258,541,543]\n                                                                                  ```","[387.0, 258.0, 541.0, 543.0]",43890.0,"[126.0, 134.0, 247.67000000000002, 178.45]",0.0
147,147,data/roboflow/nail_6_jpg.rf.c51a692ff3a2a1695c888862840f1a2e.jpg,"```json\n                                                                                  [480,483,526,536]\n                                                                                  ```","[480.0, 483.0, 526.0, 536.0]",2438.0,"[1006.0, 595.0, 1054.75, 668.75]",0.0
148,148,data/roboflow/wacker_14_jpg.rf.c259733b8d02dd602401799e3ef77391.jpg,"```json\n                                                                                  [560,611,604,658]\n                                                                                  ```","[560.0, 611.0, 604.0, 658.0]",2068.0,"[475.0, 370.0, 494.0, 397.0]",0.0
149,149,data/roboflow/wrench_9_jpg.rf.99d3f0caf4e8770424aff1ca539b3718.jpg,"```json\n                                                                                  [255, 72, 546, 475]\n                                                                                  ```","[255.0, 72.0, 546.0, 475.0]",117273.0,"[44.0, 97.0, 404.5, 213.0]",0.12234301476553626
150,150,data/roboflow/allen_7_jpg.rf.de65912c03b4e399bca10e2cbcb7f960.jpg,"```json\n                                                                                  [186, 412, 462, 638]\n                                                                                  ```","[186.0, 412.0, 462.0, 638.0]",62376.0,"[193.0, 16.0, 244.72, 86.94]",0.0
151,151,data/roboflow/solder_13_jpg.rf.b89dfb4e46d0332a54ff47bf1e190eb8.jpg,"```json\n                                                                                  [159, 608, 395, 777]\n                                                                                  ```","[159.0, 608.0, 395.0, 777.0]",39884.0,"[103.0, 81.0, 133.0, 189.75]",0.0
152,152,data/roboflow/glue_15_jpg.rf.3aef761c7936e5cd086ab3a3f820f823.jpg,"```json\n                                                                                  [492,465,686,579]\n                                                                                  ```","[492.0, 465.0, 686.0, 579.0]",22116.0,"[300.0, 228.0, 326.0, 287.0]",0.0
153,153,data/roboflow/wacker_11_jpg.rf.9b7cd2ed30ebc8fce262d956d6adc4a2.jpg,"```json\n                                                                                  [372,368,409,401]\n                                                                                  ```","[372.0, 368.0, 409.0, 401.0]",1221.0,"[263.0, 191.0, 274.25, 203.08]",0.0
154,154,data/roboflow/drill_3_jpg.rf.3f880ad07c21569127b115ff86dda4f7.jpg,"```json\n                                                                                  [592,439,736,521]\n                                                                                  ```","[592.0, 439.0, 736.0, 521.0]",11808.0,"[472.0, 418.0, 550.89, 507.45]",0.0
155,155,data/roboflow/solder_16_jpg.rf.243d99cf2b83a48bff1aaae682347418.jpg,"```json\n                                                                                  [312,141,465,666]\n                                                                                  ```","[312.0, 141.0, 465.0, 666.0]",80325.0,"[72.0, 111.0, 245.61, 158.78]",0.0
156,156,data/roboflow/nail_8_jpg.rf.b5946764e32598fedd52ef0a14f46135.jpg,"```json\n                                                                                  [572,613,628,700]\n                                                                                  ```","[572.0, 613.0, 628.0, 700.0]",4872.0,"[893.0, 680.0, 934.25, 782.5]",0.0
157,157,data/roboflow/saw_12_jpg.rf.0de55e62c07a477107d925b033af221e.jpg,"```json\n                                                                                  [302,748,349,836]\n                                                                                  ```","[302.0, 748.0, 349.0, 836.0]",4136.0,"[910.0, 310.0, 930.63, 347.5]",0.0
158,158,data/roboflow/nail_17_jpg.rf.f25272b787dcfa80488008918f505907.jpg,"```json\n                                                                                  [260,502,341,603]\n                                                                                  ```","[260.0, 502.0, 341.0, 603.0]",8181.0,"[463.0, 309.0, 502.38, 335.88]",0.0
159,159,data/roboflow/allen_14_jpg.rf.f0cb183b90bffc8b7187076abf866549.jpg,"```json\n                                                                                  [352,222,546,760]\n                                                                                  ```","[352.0, 222.0, 546.0, 760.0]",104372.0,"[505.0, 543.0, 1133.75, 809.25]",0.0338443798553283
160,160,data/roboflow/screwdriver_2_jpg.rf.6aa70b18945100e04471d37e76e9fdc3.jpg,"```json\n                                                                                  [160,476,460,872]\n                                                                                  ```","[160.0, 476.0, 460.0, 872.0]",118800.0,"[478.0, 219.0, 746.0, 455.0]",0.0
161,161,data/roboflow/allen_4_jpg.rf.8e83c5d669993fb6fc2ec8b911561b57.jpg,"```json\n                                                                                  [76,18,296,376]\n                                                                                  ```","[76.0, 18.0, 296.0, 376.0]",78760.0,"[31.0, 50.0, 268.08000000000004, 157.5]",0.24700020933640368
162,162,data/roboflow/nail_12_jpg.rf.01340587ec8332697c7a2250fc2b3def.jpg,"```json\n                                                                                  [387,676,453,739]\n                                                                                  ```","[387.0, 676.0, 453.0, 739.0]",4158.0,"[111.0, 87.0, 120.26, 98.85]",0.0
163,163,data/roboflow/nail_15_jpg.rf.7e07e37aae26e758ded31604210a1bdf.jpg,"```json\n                                                                                  [396,202,462,273]\n                                                                                  ```","[396.0, 202.0, 462.0, 273.0]",4686.0,"[105.0, 106.0, 120.47, 113.19]",0.0
164,164,data/roboflow/hammer_15_jpg.rf.6eb9f0d8aff263ee6bbe512f6c3a8362.jpg,"```json\n                                                                                  [436, 470, 940, 581]\n                                                                                  ```","[436.0, 470.0, 940.0, 581.0]",55944.0,"[98.0, 85.0, 114.76, 170.0]",0.0
165,165,data/roboflow/drill_14_jpg.rf.48b8a06b8732562d7b244613b2c90bfc.jpg,"```json\n                                                                                  [597,500,713,610]\n                                                                                  ```","[597.0, 500.0, 713.0, 610.0]",12760.0,"[252.0, 185.0, 267.27, 212.63]",0.0
166,166,data/roboflow/saw_6_jpg.rf.eac0e3851c38dfa8b6a5efb40f5eeda3.jpg,"```json\n                                                                                  [198,300,280,406]\n                                                                                  ```","[198.0, 300.0, 280.0, 406.0]",8692.0,"[417.0, 290.0, 451.0, 380.0]",0.0
167,167,data/roboflow/drill_7_jpg.rf.1e972d47ab5067c6a9a37d06c7244a73.jpg,"```json\n                                                                                  [201, 432, 244, 502]\n                                                                                  ```","[201.0, 432.0, 244.0, 502.0]",3010.0,"[612.0, 482.0, 628.0, 527.0]",0.0
168,168,data/roboflow/hammer_16_jpg.rf.b68d7216a71544b9127949ebb4328060.jpg,"```json\n                                                                                  [477, 71, 904, 488]\n                                                                                  ```","[477.0, 71.0, 904.0, 488.0]",178059.0,"[15.0, 213.0, 146.33, 347.0]",0.0
169,169,data/roboflow/allen_0_jpg.rf.9831ceb15ba0394c612a3ce5e77a0ab1.jpg,"```json\n                                                                                  [715, 68, 830, 955]\n                                                                                  ```","[715.0, 68.0, 830.0, 955.0]",102005.0,"[101.0, 483.0, 1060.38, 543.0]",0.045196171032791464
170,170,data/roboflow/allen_5_jpg.rf.59c0f99f54920817d8557916290da3c4.jpg,"```json\n                                                                                  [194, 196, 541, 804]\n                                                                                  ```","[194.0, 196.0, 541.0, 804.0]",210976.0,"[43.0, 64.0, 184.94, 90.67]",0.0
171,171,data/roboflow/hammer_0_jpg.rf.a367809a323966ccb20750815967b2dc.jpg,"```json\n                                                                                  [243,343,404,526]\n                                                                                  ```","[243.0, 343.0, 404.0, 526.0]",29463.0,"[113.0, 96.0, 249.33, 361.34]",0.0017718397740195439
172,172,data/roboflow/solder_17_jpg.rf.78859b21a0c6bf102e6eb651af7f0880.jpg,"```json\n                                                                                  [328, 82, 542, 559]\n                                                                                  ```","[328.0, 82.0, 542.0, 559.0]",102078.0,"[58.0, 140.0, 352.29, 186.79]",0.00990773446033652
173,173,data/roboflow/hammer_12_jpg.rf.f19a2f6e8bbb763e189711e593efac7c.jpg,"```json\n                                                                                  [467,380,820,469]\n                                                                                  ```","[467.0, 380.0, 820.0, 469.0]",31417.0,"[74.0, 136.0, 87.33, 211.63]",0.0
174,174,data/roboflow/solder_4_jpg.rf.5aed0994a4415fcda7b62fdd8d456fef.jpg,"```json\n                                                                                  [396,256,526,607]\n                                                                                  ```","[396.0, 256.0, 526.0, 607.0]",45630.0,"[608.0, 626.0, 1179.25, 859.75]",0.0
175,175,data/roboflow/wrench_6_jpg.rf.c87f7434a7bd8954688f4a8699d9f87d.jpg,"```json\n                                                                                  [101,348,600,964]\n                                                                                  ```","[101.0, 348.0, 600.0, 964.0]",307384.0,"[153.0, 40.0, 339.5, 177.5]",0.0
176,176,data/roboflow/glue_18_jpg.rf.d0dda10f6eb24fe692aa23d0aab963e8.jpg,"```json\n                                                                                  [206,488,260,596]\n                                                                                  ```","[206.0, 488.0, 260.0, 596.0]",5832.0,"[1492.0, 1207.0, 1668.66, 1733.67]",0.0
177,177,data/roboflow/screwdriver_14_jpg.rf.43d008f5298fdb8d32a000dcbfc20d5f.jpg,"```json\n                                                                                  [166,450,342,660]\n                                                                                  ```","[166.0, 450.0, 342.0, 660.0]",36960.0,"[145.0, 3.0, 209.0, 85.0]",0.0
178,178,data/roboflow/drill_8_jpg.rf.446ff4194ea5f6f40308041f14723583.jpg,"```json\n                                                                                  [436,463,480,517]\n                                                                                  ```","[436.0, 463.0, 480.0, 517.0]",2376.0,"[551.0, 526.0, 594.0, 610.0]",0.0
179,179,data/roboflow/hammer_2_jpg.rf.cd873a1251dafc8339f959a1543c129d.jpg,"```json\n                                                                                  [431, 46, 667, 726]\n                                                                                  ```","[431.0, 46.0, 667.0, 726.0]",160480.0,"[19.0, 116.0, 209.23, 181.45999999999998]",0.0
180,180,data/roboflow/nail_19_jpg.rf.54dbcfec9351343785e8ae2341bcd152.jpg,"```json\n                                                                                  [166, 100, 262, 219]\n                                                                                  ```","[166.0, 100.0, 262.0, 219.0]",11424.0,"[90.0, 66.0, 103.71000000000001, 73.74]",0.0
181,181,data/roboflow/wrench_19_jpg.rf.b0b0e22ad6dbcee249bbf45b5b667751.jpg,"```json\n                                                                                  [195, 101, 627, 709]\n                                                                                  ```","[195.0, 101.0, 627.0, 709.0]",262656.0,"[91.0, 136.0, 258.5, 358.90999999999997]",0.049520194330619535
182,182,data/roboflow/drill_9_jpg.rf.f3f19c6472fe36549dc1526e4ccbadbc.jpg,"```json\n                                                                                  [395,407,437,461]\n                                                                                  ```","[395.0, 407.0, 437.0, 461.0]",2268.0,"[574.0, 552.0, 602.0, 642.0]",0.0
183,183,data/roboflow/allen_8_jpg.rf.0c60c9593220eb8296792523463197ed.jpg,"```json\n                                                                                  [160,175,478,568]\n                                                                                  ```","[160.0, 175.0, 478.0, 568.0]",124974.0,"[145.0, 123.0, 340.56, 283.56]",0.1433163395420333
184,184,data/roboflow/glue_8_jpg.rf.0df23a4f53349dd006c1bab9b7f396ef.jpg,"```json\n                                                                                  [497,460,630,566]\n                                                                                  ```","[497.0, 460.0, 630.0, 566.0]",14098.0,"[649.0, 623.0, 676.0, 720.0]",0.0
185,185,data/roboflow/drill_1_jpg.rf.ad0311e1f82d679d8b11b5f7af83e7ba.jpg,"```json\n                                                                                  [618, 402, 660, 476]\n                                                                                  ```","[618.0, 402.0, 660.0, 476.0]",3108.0,"[737.0, 867.0, 825.33, 968.66]",0.0
186,186,data/roboflow/screwdriver_13_jpg.rf.6eb41898b20b245ef9855ffd4d759eaf.jpg,"```json\n                                                                                  [155,210,520,521]\n                                                                                  ```","[155.0, 210.0, 520.0, 521.0]",113515.0,"[292.0, 213.0, 579.0, 548.0]",0.5036289050173557
187,187,data/roboflow/saw_13_jpg.rf.6c2a2ffc316fe722a802dfdeaa792205.jpg,"```json\n                                                                                  [471,771,520,826]\n                                                                                  ```","[471.0, 771.0, 520.0, 826.0]",2695.0,"[737.0, 350.0, 755.33, 375.56]",0.0
188,188,data/roboflow/glue_16_jpg.rf.58133883125a2e8669acf4c349531813.jpg,"```json\n                                                                                  [288,463,490,536]\n                                                                                  ```","[288.0, 463.0, 490.0, 536.0]",14746.0,"[381.0, 239.0, 423.5, 371.5]",0.0
189,189,data/roboflow/hammer_11_jpg.rf.7127bdc7954f8ed0c83efa64f439d5ee.jpg,"```json\n                                                                                  [117, 456, 522, 572]\n                                                                                  ```","[117.0, 456.0, 522.0, 572.0]",46980.0,"[79.0, 34.0, 103.32, 148.09]",0.0
190,190,data/roboflow/screwdriver_8_jpg.rf.ff89afcd7ff42203451f1b83d4282260.jpg,"```json\n                                                                                  [463,286,907,466]\n                                                                                  ```","[463.0, 286.0, 907.0, 466.0]",79920.0,"[243.0, 637.0, 421.0, 1106.0]",0.0
191,191,data/roboflow/glue_4_jpg.rf.42589b357cb58229f80db34330c489a2.jpg,"```json\n                                                                                  [486,450,550,516]\n                                                                                  ```","[486.0, 450.0, 550.0, 516.0]",4224.0,"[382.0, 333.0, 408.0, 414.0]",0.0
192,192,data/roboflow/drill_17_jpg.rf.6576ae60e8e062a8c7aee0fac775b675.jpg,"```json\n                                                                                  [345,466,417,560]\n                                                                                  ```","[345.0, 466.0, 417.0, 560.0]",6768.0,"[206.0, 139.0, 226.0, 171.67000000000002]",0.0
193,193,data/roboflow/solder_8_jpg.rf.bd0265780fd448ad5ea358a0e3d9d140.jpg,"```json\n                                                                                  [388,349,631,560]\n                                                                                  ```","[388.0, 349.0, 631.0, 560.0]",51273.0,"[434.0, 189.0, 757.12, 377.12]",0.05200627017824208
194,194,data/roboflow/wacker_10_jpg.rf.59b3c438afa5389e99aeb3141c689c70.jpg,"```json\n                                                                                  [385,808,426,857]\n                                                                                  ```","[385.0, 808.0, 426.0, 857.0]",2009.0,"[259.0, 122.0, 278.38, 138.88]",0.0
195,195,data/roboflow/allen_18_jpg.rf.f8eb96b280ed44d4ff2402621a4f2524.jpg,"```json\n                                                                                  [222,135,820,927]\n                                                                                  ```","[222.0, 135.0, 820.0, 927.0]",473616.0,"[507.0, 369.0, 1058.0, 884.0]",0.27037702998728586
196,196,data/roboflow/wrench_17_jpg.rf.c962a7fe663f17b6539a8ba3b20f407b.jpg,"```json\n                                                                                  [611,371,706,506]\n                                                                                  ```","[611.0, 371.0, 706.0, 506.0]",12825.0,"[1160.0, 1465.0, 1542.5, 2545.0]",0.0
197,197,data/roboflow/solder_1_jpg.rf.2a611d6f4135cf0fe7dd546a00c68287.jpg,"```json\n                                                                                  [191,418,422,646]\n                                                                                  ```","[191.0, 418.0, 422.0, 646.0]",52668.0,"[297.0, 407.0, 463.0, 883.0]",0.2762056132733757
198,198,data/roboflow/wacker_19_jpg.rf.3173357cc72f6961605adbc301c4d09f.jpg,"```json\n                                                                                  [442,539,472,580]\n                                                                                  ```","[442.0, 539.0, 472.0, 580.0]",1230.0,"[619.0, 389.0, 648.38, 400.88]",0.0
199,199,data/roboflow/nail_3_jpg.rf.7da9e3dd7ccb178910591121f6b637a6.jpg,"```json\n                                                                                  [208,586,322,792]\n                                                                                  ```""\n'","[208.0, 586.0, 322.0, 792.0]",23484.0,"[191.0, 200.0, 230.28, 210.0]",0.0
