img_id;img_path;pred_bboxes;target_bboxes;ious;prompts
121;grasp_vlm_dataset/lever_handle10_jpg.rf.729f9985f377ce86b56bb5ce68667341.jpg;{'hand': [0.0, 0.0, 0.0, 0.0]};{'handle': {'x_1': 0.468, 'y_1': 0.4, 'x_2': 0.5595, 'y_2': 0.4595}};{'hand': 0.0};[['entire hand grasping point on the door with a horizontal lever handle']]
122;grasp_vlm_dataset/wacker_19_jpg.rf.8ab51c8473e66c4946de24dabac3ba0c.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.573, 'y_1': 0.48, 'x_2': 0.6, 'y_2': 0.4945}};{'index': 0.0};[['index finger pressing point on the weed wacker']]
123;grasp_vlm_dataset/can_opener17_jpg.rf.fc9ae25083d1f032c89eb0bc70115d71.jpg;{'left': [0.37170794677734376, 0.16477859497070313, 0.5925184326171875, 0.8046116943359375], 'right': [0.3729571838378906, 0.16679177856445312, 0.5916383666992188, 0.8066408081054688]};{'right': {'x_1': 0.434, 'y_1': 0.249, 'x_2': 0.5765, 'y_2': 0.3635}, 'left': {'x_1': 0.378, 'y_1': 0.418, 'x_2': 0.594, 'y_2': 0.8055}};{'left': 0.5838603652517961, 'right': 0.11660882549354445};[['left hand grasping point on the can opener near the green star'], ['right hand grasping point on the can opener']]
124;grasp_vlm_dataset/scissors18_jpg.rf.767a8060d4f67ab73607be0dd5c5f99a.jpg;{'index': [0.3092562866210937, 0.088514404296875, 0.6839012451171875, 0.8366528930664062], 'thumb': [0.30926687622070315, 0.0626792221069336, 0.6836444091796875, 0.8117733154296874]};{'thumb': {'x_1': 0.335, 'y_1': 0.129, 'x_2': 0.4585, 'y_2': 0.239}, 'index': {'x_1': 0.54, 'y_1': 0.099, 'x_2': 0.6565, 'y_2': 0.269}};{'index': 0.07065988982039055, 'thumb': 0.04844104372787678};[['index finger grasping point on the pair of scissors'], ['thumb finger grasping point on the pair of scissors']]
125;grasp_vlm_dataset/nail_3_jpg.rf.a6a6d9284e1a4667a55b39c233e0b885.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.469, 'y_1': 0.445, 'x_2': 0.5655, 'y_2': 0.467}};{'index': 0.0};[['index finger pressing point on the nail gun']]
126;grasp_vlm_dataset/rnd_door1_jpg.rf.449b65f73f2722a0d9dda83d4a44deb5.jpg;{'hand': [0.14403448486328124, 0.11275875854492187, 0.7845765991210938, 0.8621505737304688]};{'handle': {'x_1': 0.698, 'y_1': 0.58, 'x_2': 0.739, 'y_2': 0.615}};{'hand': 0.0029894773457335285};[['entire hand grasping point on the door with a round handle']]
127;grasp_vlm_dataset/wacker_10_jpg.rf.8a910a97615dcdaef321319868f9c7b5.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.777, 'y_1': 0.488, 'x_2': 0.835, 'y_2': 0.5555}};{'index': 0.0};[['index finger pressing point on the weed wacker']]
128;grasp_vlm_dataset/drill_1_jpg.rf.435014de574692be4bd55fe9d5f2f7f5.jpg;{'index': [0.37349624633789064, 0.21530052185058593, 0.6274608764648437, 0.7922427368164062]};{'index': {'x_1': 0.48, 'y_1': 0.423, 'x_2': 0.5375, 'y_2': 0.4725}};{'index': 0.019425289048730657};[['index finger pressing point on the power drill']]
129;grasp_vlm_dataset/solder_11_jpg.rf.61a9b0a78f8d7344ec0a94a9e44348df.jpg;{'hand': [0.1714619140625, 0.03892669677734375, 0.9099824829101563, 0.78610205078125]};{'handle': {'x_1': 0.641, 'y_1': 0.121, 'x_2': 0.896, 'y_2': 0.4135}};{'hand': 0.1351701878371543};[['entire hand grasping point on the soldering iron']]
130;grasp_vlm_dataset/glue_7_jpg.rf.524b1983d4e2515f07237ccbd9eb3b5f.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.548, 'y_1': 0.476, 'x_2': 0.568, 'y_2': 0.5815}};{'index': 0.0};[['index finger pressing point on the glue gun']]
131;grasp_vlm_dataset/multimeter5_jpg.rf.7c808d0578c14aab7cf77201da754808.jpg;{'left': [0.13988380432128905, 0.16364915466308594, 0.8784199829101562, 0.9112460327148437], 'right': [0.1660501708984375, 0.16326760864257814, 0.893389892578125, 0.9113645629882813]};{'right': {'x_1': 0.16, 'y_1': 0.577, 'x_2': 0.5155, 'y_2': 0.6845}, 'left': {'x_1': 0.126, 'y_1': 0.337, 'x_2': 0.383, 'y_2': 0.588}};{'left': 0.10982870375316812, 'right': 0.06895714892669008};[['left hand grasping point on the multimeter with red and black leads'], ['right hand grasping point on the multimeter with red and black leads']]
132;grasp_vlm_dataset/shovel10_jpg.rf.a851d52ea1d80dd9a37ee89f8ab5fd07.jpg;{'left': [0.0, 0.0, 0.0, 0.0], 'right': [0.0, 0.0, 0.0, 0.0]};{'right': {'x_1': 0.427, 'y_1': 0.443, 'x_2': 0.511, 'y_2': 0.7885}, 'left': {'x_1': 0.344, 'y_1': 0.152, 'x_2': 0.5275, 'y_2': 0.2325}};{'left': 0.0, 'right': 0.0};[['left hand grasping point on the shovel'], ['right hand grasping point on the shovel']]
133;grasp_vlm_dataset/chainsaw16_jpg.rf.5bcb391b6f3b2485e596cd67e113b5b8.jpg;{'left': [0.0, 0.0, 0.0, 0.0], 'right': [0.0, 0.0, 0.0, 0.0]};{'left': {'x_1': 0.139, 'y_1': 0.382, 'x_2': 0.3155, 'y_2': 0.4925}, 'right': {'x_1': 0.442, 'y_1': 0.172, 'x_2': 0.573, 'y_2': 0.3995}};{'left': 0.0, 'right': 0.0};[['left hand grasping point on the chainsaw near the green star'], ['right hand grasping point on the chainsaw']]
134;grasp_vlm_dataset/top_bar6_jpg.rf.ed95d1fbc5c4f9b6e6eacd8da23c17ad.jpg;{'hand': [0.2607806396484375, 0.33784002685546877, 0.7466477661132812, 0.5728118286132813]};{'handle': {'x_1': 0.546, 'y_1': 0.452, 'x_2': 0.636, 'y_2': 0.4805}};{'hand': 0.02246746669035022};[['entire hand grasping point on the top drawer with a horizontal bar handle']]
135;grasp_vlm_dataset/bow13_jpg.rf.61ec96aa8ae181f31ecaf61633dc3155.jpg;{'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.63, 'y_1': 0.667, 'x_2': 0.7125, 'y_2': 0.7845}, 'thumb': {'x_1': 0.673, 'y_1': 0.753, 'x_2': 0.7125, 'y_2': 0.811}};{'index': 0.0, 'thumb': 0.0};[['index finger grasping point on the violin bow'], ['thumb finger grasping point on the violin bow']]
136;grasp_vlm_dataset/vertical_bar13_jpg.rf.f170b845f44c14eabc532996c7602273.jpg;{'hand': [0.5341832885742187, 0.35464703369140627, 0.560680419921875, 0.413960693359375]};{'handle': {'x_1': 0.511, 'y_1': 0.405, 'x_2': 0.546, 'y_2': 0.4735}};{'hand': 0.027408468466038543};[['entire hand grasping point on the door with a vertical bar handle']]
137;grasp_vlm_dataset/solder_5_jpg.rf.aeacdfb866d8162a9184f451f439dc39.jpg;{'hand': [0.3893883666992187, 0.6311299438476563, 0.4550795593261719, 0.778131591796875]};{'handle': {'x_1': 0.569, 'y_1': 0.473, 'x_2': 0.6365, 'y_2': 0.7395}};{'hand': 0.0};[['entire hand grasping point on the soldering iron']]
138;grasp_vlm_dataset/chainsaw20_jpg.rf.dc1c3fc43d94cbf06b490361708ed579.jpg;{'left': [0.0, 0.0, 0.0, 0.0], 'right': [0.0, 0.0, 0.0, 0.0]};{'right': {'x_1': 0.394, 'y_1': 0.296, 'x_2': 0.4945, 'y_2': 0.33}, 'left': {'x_1': 0.22, 'y_1': 0.317, 'x_2': 0.418, 'y_2': 0.4045}};{'left': 0.0, 'right': 0.0};[['left hand grasping point on the chainsaw near the green star'], ['right hand grasping point on the chainsaw']]
139;grasp_vlm_dataset/lever_handle2_jpg.rf.32fd38f14cd1195fd5d20ff4c2b11e66.jpg;{'hand': [0.39155508422851565, 0.5754171752929688, 0.48171319580078126, 0.6014305419921875]};{'handle': {'x_1': 0.41, 'y_1': 0.583, 'x_2': 0.487, 'y_2': 0.5945}};{'hand': 0.34275252988765437};[['entire hand grasping point on the door with a horizontal lever handle']]
140;grasp_vlm_dataset/rnd_door16_jpg.rf.3fd7d52f22bb533bc876da2b5e186531.jpg;{'hand': [0.6770421752929687, 0.948703125, 0.7197555541992188, 0.9999031982421875]};{'handle': {'x_1': 0.69, 'y_1': 0.947, 'x_2': 0.721, 'y_2': 1.0}};{'hand': 0.6605355069456578};[['entire hand grasping point on the door with a round handle']]
141;grasp_vlm_dataset/syringe16_jpg.rf.8c9423a1449e8f8ced46f9651e5818ca.jpg;{'index': [0.21565388488769532, 0.4649975280761719, 0.87206298828125, 0.5655099487304688], 'thumb': [0.21565388488769532, 0.4649975280761719, 0.87206298828125, 0.5655099487304688]};{'thumb': {'x_1': 0.128, 'y_1': 0.488, 'x_2': 0.163, 'y_2': 0.5815}, 'index': {'x_1': 0.216, 'y_1': 0.454, 'x_2': 0.248, 'y_2': 0.608}};{'index': 0.0475173752944597, 'thumb': 0.0};[['index finger grasping point on the syringe'], ['thumb finger grasping point on the syringe']]
142;grasp_vlm_dataset/drill_0_jpg.rf.ba4c73b312f6c2ad5dd8cd418de04264.jpg;{'index': [0.16415982055664063, 0.14012606811523437, 0.9094865112304688, 0.866180908203125]};{'index': {'x_1': 0.437, 'y_1': 0.391, 'x_2': 0.53, 'y_2': 0.469}};{'index': 0.013404834377162554};[['index finger pressing point on the power drill']]
143;grasp_vlm_dataset/wacker_2_jpg.rf.466b5868a2a12b97e0c5bcdcb4a911bb.jpg;{'index': [0.2455904998779297, 0.2633915710449219, 0.9790009765625, 0.742995849609375]};{'index': {'x_1': 0.455, 'y_1': 0.613, 'x_2': 0.4885, 'y_2': 0.6445}};{'index': 0.0030000272705087393};[['index finger pressing point on the weed wacker']]
144;grasp_vlm_dataset/scissors8_jpg.rf.472fbb17cf2f677597f975b808994efc.jpg;{'index': [0.5385139770507813, 0.40875930786132814, 0.96041064453125, 0.6424849853515625], 'thumb': [0.38409249877929685, 0.4957171630859375, 0.6353128662109375, 1.0]};{'thumb': {'x_1': 0.748, 'y_1': 0.45, 'x_2': 0.9065, 'y_2': 0.581}, 'index': {'x_1': 0.417, 'y_1': 0.666, 'x_2': 0.5935, 'y_2': 0.965}};{'index': 0.0, 'thumb': 0.0};[['index finger grasping point on the pair of scissors'], ['thumb finger grasping point on the pair of scissors']]
145;grasp_vlm_dataset/bowl_ball14_jpg.rf.7383601fda4050c565c1fb4127ce41b3.jpg;{'index': [0.86983203125, 0.8300760498046875, 1.0, 1.0], 'thumb': [0.18248753356933595, 0.3000250549316406, 0.8184053344726563, 0.654030517578125]};{'index': {'x_1': 0.508, 'y_1': 0.394, 'x_2': 0.7045, 'y_2': 0.4515}, 'thumb': {'x_1': 0.464, 'y_1': 0.606, 'x_2': 0.565, 'y_2': 0.641}};{'index': 0.0, 'thumb': 0.015702849645528233};[['index finger grasping point on the bowling ball'], ['thumb finger grasping point on the bowling ball']]
146;grasp_vlm_dataset/shovel11_jpg.rf.2bd7feed145657ccfceefe65a99f3f2f.jpg;{'left': [0.19884938049316406, 0.8241688842773438, 0.24746144104003906, 0.9076400756835937], 'right': [0.08784828186035157, 0.304778076171875, 0.831138427734375, 0.7466654663085938]};{'left': {'x_1': 0.046, 'y_1': 0.374, 'x_2': 0.0965, 'y_2': 0.662}, 'right': {'x_1': 0.444, 'y_1': 0.46, 'x_2': 0.66, 'y_2': 0.5745}};{'left': 0.0, 'right': 0.07529900787681544};[['left hand grasping point on the shovel near the green star'], ['right hand grasping point on the shovel']]
147;grasp_vlm_dataset/lever_handle14_jpg.rf.2ef9240c074aef275eeceb0e3583c305.jpg;{'hand': [0.3057320556640625, 0.5583944702148438, 0.3703782958984375, 0.5791610717773438]};{'handle': {'x_1': 0.31, 'y_1': 0.563, 'x_2': 0.3725, 'y_2': 0.5725}};{'hand': 0.4209433695266224};[['entire hand grasping point on the door with a horizontal lever handle']]
148;grasp_vlm_dataset/drill_8_jpg.rf.0e9e374530ed9dab0955f40cd3b6ac75.jpg;{'index': [0.06481352233886718, 0.12846475219726564, 0.809309326171875, 0.8423255004882813]};{'index': {'x_1': 0.459, 'y_1': 0.439, 'x_2': 0.495, 'y_2': 0.509}};{'index': 0.004741598573706105};[['index finger pressing point on the power drill']]
149;grasp_vlm_dataset/allen_17_jpg.rf.fee357f14795a45bb4d02e7443df8204.jpg;{'hand': [0.0925496368408203, 0.35190023803710935, 0.7886820678710937, 0.7181279296875]};{'handle': {'x_1': 0.421, 'y_1': 0.354, 'x_2': 0.7885, 'y_2': 0.579}};{'hand': 0.32433723875559006};[['entire hand grasping point on the allen key']]
150;grasp_vlm_dataset/allen_6_jpg.rf.c65ff82a152e9faf8d2f43fa129c9963.jpg;{'hand': [0.28840545654296873, 0.14464691162109375, 0.8005060424804687, 0.8560151977539062]};{'handle': {'x_1': 0.292, 'y_1': 0.144, 'x_2': 0.7985, 'y_2': 0.302}};{'hand': 0.21858205263972075};[['entire hand grasping point on the allen key']]
151;grasp_vlm_dataset/wrench_6_jpg.rf.4e8676d4832153540267a96a78ae2c6f.jpg;{'hand': [0.1948089599609375, 0.5251058959960937, 0.384685546875, 0.8219510498046875]};{'handle': {'x_1': 0.305, 'y_1': 0.097, 'x_2': 0.966, 'y_2': 0.6055}};{'hand': 0.0165932222734411};[['entire hand grasping point on the wrench']]
152;grasp_vlm_dataset/bow11_jpg.rf.b5efed0e65f8331f4bd64202db7d38a0.jpg;{'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.785, 'y_1': 0.2, 'x_2': 0.848, 'y_2': 0.2595}, 'thumb': {'x_1': 0.809, 'y_1': 0.183, 'x_2': 0.84, 'y_2': 0.214}};{'index': 0.0, 'thumb': 0.0};[['index finger grasping point on the violin bow'], ['thumb finger grasping point on the violin bow']]
153;grasp_vlm_dataset/top_bar7_jpg.rf.c1a65f421d3e8ba6288e93fce966c145.jpg;{'hand': [0.38696243286132814, 0.352349609375, 0.550583251953125, 0.39449224853515624]};{'handle': {'x_1': 0.39, 'y_1': 0.358, 'x_2': 0.55, 'y_2': 0.3925}};{'hand': 0.8005321638409023};[['entire hand grasping point on the top drawer with a horizontal bar handle']]
154;grasp_vlm_dataset/multimeter17_jpg.rf.eba4e4c8cacf37f6930815055898aa22.jpg;{'left': [0.03883426284790039, 0.163118408203125, 0.7831810302734376, 0.9110493774414062], 'right': [0.03883426284790039, 0.163118408203125, 0.7831810302734376, 0.9110493774414062]};{'left': {'x_1': 0.35, 'y_1': 0.244, 'x_2': 0.411, 'y_2': 0.565}, 'right': {'x_1': 0.67, 'y_1': 0.238, 'x_2': 0.7295, 'y_2': 0.577}};{'left': 0.035172079371654015, 'right': 0.0362309599594478};[['left hand grasping point on the multimeter with red and black leads near the green star'], ['right hand grasping point on the multimeter with red and black leads']]
155;grasp_vlm_dataset/solder_10_jpg.rf.b9d560d90e1b1dfc452fbed7c535edd6.jpg;{'hand': [0.0, 0.0, 0.0, 0.0]};{'handle': {'x_1': 0.065, 'y_1': 0.494, 'x_2': 0.552, 'y_2': 0.863}};{'hand': 0.0};[['entire hand grasping point on the soldering iron']]
156;grasp_vlm_dataset/darts9_jpg.rf.0e86bcfc018e6725a57ffd620eea9dd2.jpg;{'index': [0.08951443481445312, 0.22516041564941405, 0.29042242431640625, 0.32650811767578125], 'thumb': [0.08951443481445312, 0.22516041564941405, 0.29042242431640625, 0.32650811767578125]};{'index': {'x_1': 0.397, 'y_1': 0.354, 'x_2': 0.5185, 'y_2': 0.418}, 'thumb': {'x_1': 0.372, 'y_1': 0.383, 'x_2': 0.5085, 'y_2': 0.438}};{'index': 0.0, 'thumb': 0.0};[['index finger grasping point on the dart'], ['thumb finger grasping point on the dart']]
157;grasp_vlm_dataset/shovel14_jpg.rf.4ca1e8dd85c89628f71681399c1b7520.jpg;{'left': [0.020198570251464844, 0.9432008666992188, 0.06398822021484375, 0.9855715942382812], 'right': [0.16325221252441408, 0.13792295837402344, 0.9105281982421874, 0.8859396362304688]};{'left': {'x_1': 0.062, 'y_1': 0.84, 'x_2': 0.1805, 'y_2': 0.9535}, 'right': {'x_1': 0.122, 'y_1': 0.392, 'x_2': 0.6135, 'y_2': 0.892}};{'left': 0.0013397045426559193, 'right': 0.38190605611129697};[['left hand grasping point on the shovel near the green star'], ['right hand grasping point on the shovel']]
158;grasp_vlm_dataset/bowl_ball12_jpg.rf.8ffcd1332ffaf7ad15d4baed4d1dffbe.jpg;{'index': [0.44677679443359375, 0.6809091186523437, 0.935786865234375, 0.9693811645507813], 'thumb': [0.44736883544921874, 0.6810164794921875, 0.9331766357421875, 0.969847900390625]};{'thumb': {'x_1': 0.658, 'y_1': 0.909, 'x_2': 0.7415, 'y_2': 0.949}, 'index': {'x_1': 0.598, 'y_1': 0.709, 'x_2': 0.7645, 'y_2': 0.749}};{'index': 0.04721203183891267, 'thumb': 0.023803320617649722};[['index finger grasping point on the bowling ball'], ['thumb finger grasping point on the bowling ball']]
159;grasp_vlm_dataset/lever_handle6_jpg.rf.0838c9bca5d8051dc47a81fd5ea8bc18.jpg;{'hand': [0.46727658081054685, 0.6830826416015625, 0.5512267456054688, 0.7199750366210937]};{'handle': {'x_1': 0.471, 'y_1': 0.7, 'x_2': 0.549, 'y_2': 0.716}};{'hand': 0.40295465967332966};[['entire hand grasping point on the door with a horizontal lever handle']]
160;grasp_vlm_dataset/rnd_door14_jpg.rf.231d2ba72a29002bd208364433cfcf59.jpg;{'hand': [0.5248328857421874, 0.5802902221679688, 0.5661304321289062, 0.6086553344726563]};{'handle': {'x_1': 0.523, 'y_1': 0.582, 'x_2': 0.56, 'y_2': 0.6085}};{'hand': 0.7638877307477527};[['entire hand grasping point on the door with a round handle']]
161;grasp_vlm_dataset/can_opener12_jpg.rf.22f6ab1a42efc640e2ea943eb35ac726.jpg;{'left': [0.29492572021484376, 0.6545679321289063, 0.6322877197265625, 0.9487446899414063], 'right': [0.29561734008789065, 0.6494779663085938, 0.6312684936523437, 0.9507881469726562]};{'right': {'x_1': 0.427, 'y_1': 0.028, 'x_2': 0.702, 'y_2': 0.63}, 'left': {'x_1': 0.297, 'y_1': 0.66, 'x_2': 0.5525, 'y_2': 0.9295}};{'left': 0.6938173482358724, 'right': 0.0};[['left hand grasping point on the can opener near the green star'], ['right hand grasping point on the can opener']]
162;grasp_vlm_dataset/hammer_1_jpg.rf.8831351caa1386445ee1fac912d299a8.jpg;{'hand': [0.0, 0.0, 0.0, 0.0]};{'handle': {'x_1': 0.421, 'y_1': 0.462, 'x_2': 0.566, 'y_2': 0.942}};{'hand': 0.0};[['entire hand grasping point on the hammer']]
163;grasp_vlm_dataset/drill_9_jpg.rf.8af7cd1c458bcf01feae4d5308c67569.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.478, 'y_1': 0.46, 'x_2': 0.5015, 'y_2': 0.535}};{'index': 0.0};[['index finger pressing point on the power drill']]
164;grasp_vlm_dataset/bolt_cutters13_jpeg.rf.4a898956ad25d30002734ef4fda5d7c8.jpg;{'left': [0.1380972900390625, 0.11325231170654297, 0.8871376342773437, 0.856231689453125], 'right': [0.188100341796875, 0.1131856918334961, 0.937147705078125, 0.8552113647460937]};{'left': {'x_1': 0.607, 'y_1': 0.182, 'x_2': 1.0, 'y_2': 0.567}, 'right': {'x_1': 0.396, 'y_1': 0.106, 'x_2': 0.8375, 'y_2': 0.434}};{'left': 0.17976290963707448, 'right': 0.2533870378616912};[['left hand grasping point on the bolt cutters near the green star'], ['right hand grasping point on the bolt cutters']]
165;grasp_vlm_dataset/top_rnd4_jpg.rf.1695a634ce6d4dd9aaeba81aed3dd1aa.jpg;{'hand': [0.0288165340423584, 0.39511212158203124, 0.6198450927734375, 1.0]};{'handle': {'x_1': 0.407, 'y_1': 0.575, 'x_2': 0.444, 'y_2': 0.6135}};{'hand': 0.0039845483887501225};[['entire hand grasping point on the top drawer with a round handle']]
166;grasp_vlm_dataset/screwdriver_13_jpg.rf.139c780051664ae63854eab4ce1922be.jpg;{'hand': [0.206173828125, 0.14147470092773437, 0.8329391479492188, 0.8860914306640625]};{'handle': {'x_1': 0.212, 'y_1': 0.147, 'x_2': 0.5405, 'y_2': 0.5245}};{'hand': 0.26571408872844765};[['entire hand grasping point on the screwdriver']]
167;grasp_vlm_dataset/shovel9_jpg.rf.4c31fd622f54fc92f86041fb62cceff3.jpg;{'left': [0.16313471984863281, 0.14327972412109374, 0.9121229248046875, 0.870745849609375], 'right': [0.16313471984863281, 0.14327972412109374, 0.9121229248046875, 0.870745849609375]};{'left': {'x_1': 0.006, 'y_1': 0.152, 'x_2': 0.113, 'y_2': 0.234}, 'right': {'x_1': 0.162, 'y_1': 0.256, 'x_2': 0.5305, 'y_2': 0.5435}};{'left': 0.0, 'right': 0.1937261519275446};[['left hand grasping point on the shovel'], ['right hand grasping point on the shovel']]
168;grasp_vlm_dataset/syringe6_jpg.rf.d70a0897d3502ec98df645daabc7089c.jpg;{'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]};{'thumb': {'x_1': 0.713, 'y_1': 0.127, 'x_2': 0.8495, 'y_2': 0.1835}, 'index': {'x_1': 0.434, 'y_1': 0.329, 'x_2': 0.75, 'y_2': 0.416}};{'index': 0.0, 'thumb': 0.0};[['index finger grasping point on the syringe'], ['thumb finger grasping point on the syringe']]
169;grasp_vlm_dataset/saw_8_jpg.rf.4c343d7ad4d81a4f99bfc448c5bf18df.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.424, 'y_1': 0.219, 'x_2': 0.4615, 'y_2': 0.278}};{'index': 0.0};[['index finger pressing point on the circular saw']]
170;grasp_vlm_dataset/nail_13_jpg.rf.d4d08a31aec7bb160c2581e49be92096.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.431, 'y_1': 0.548, 'x_2': 0.4475, 'y_2': 0.593}};{'index': 0.0};[['index finger pressing point on the nail gun']]
171;grasp_vlm_dataset/hammer_12_jpg.rf.db41f3ed9ddd7ce1779e4e157c0a114c.jpg;{'hand': [0.0, 0.0, 0.0, 0.0]};{'handle': {'x_1': 0.38, 'y_1': 0.525, 'x_2': 0.4485, 'y_2': 0.817}};{'hand': 0.0};[['entire hand grasping point on the hammer']]
172;grasp_vlm_dataset/saw_6_jpg.rf.e9269da0475a0a2a3b47c5092bd0fbeb.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.463, 'y_1': 0.242, 'x_2': 0.501, 'y_2': 0.317}};{'index': 0.0};[['index finger pressing point on the circular saw']]
173;grasp_vlm_dataset/chainsaw9_jpg.rf.52e0b8a6d8f102243b5ec06b36d53151.jpg;{'left': [0.0, 0.0, 0.0, 0.0], 'right': [0.0, 0.0, 0.0, 0.0]};{'right': {'x_1': 0.856, 'y_1': 0.474, 'x_2': 0.9525, 'y_2': 0.5845}, 'left': {'x_1': 0.559, 'y_1': 0.33, 'x_2': 0.6855, 'y_2': 0.8055}};{'left': 0.0, 'right': 0.0};[['left hand grasping point on the chainsaw'], ['right hand grasping point on the chainsaw']]
174;grasp_vlm_dataset/can_opener10_jpg.rf.0c479bc421a00b21d59c683521e4920e.jpg;{'left': [0.05383583450317383, 0.41643133544921873, 0.46087026977539064, 0.5849913940429687], 'right': [0.05383583450317383, 0.41643133544921873, 0.46087026977539064, 0.5849913940429687]};{'left': {'x_1': 0.056, 'y_1': 0.068, 'x_2': 0.533, 'y_2': 0.5935}, 'right': {'x_1': 0.657, 'y_1': 0.296, 'x_2': 0.7515, 'y_2': 0.8005}};{'left': 0.27186161324583047, 'right': 0.0};[['left hand grasping point on the can opener'], ['right hand grasping point on the can opener']]
175;grasp_vlm_dataset/glue_9_jpg.rf.d45e4897d8c3ae19dcfa115255433a88.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.394, 'y_1': 0.397, 'x_2': 0.464, 'y_2': 0.4565}};{'index': 0.0};[['index finger pressing point on the glue gun']]
176;grasp_vlm_dataset/wrench_19_jpg.rf.50f2780fb4efe8b60912b00ccb35462e.jpg;{'hand': [0.1385283203125, 0.11378751373291016, 0.88611865234375, 0.86125146484375]};{'handle': {'x_1': 0.191, 'y_1': 0.22, 'x_2': 0.723, 'y_2': 0.749}};{'hand': 0.5036320684350125};[['entire hand grasping point on the wrench']]
177;grasp_vlm_dataset/saw_14_jpg.rf.7aaa3383b9fbd2a17659de103084c081.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.407, 'y_1': 0.173, 'x_2': 0.4235, 'y_2': 0.2655}};{'index': 0.0};[['index finger pressing point on the circular saw']]
178;grasp_vlm_dataset/chainsaw3_jpg.rf.65a30441c5cb87ac29b4f25917cbc6cd.jpg;{'left': [0.0, 0.0, 0.0, 0.0], 'right': [0.0, 0.0, 0.0, 0.0]};{'right': {'x_1': 0.248, 'y_1': 0.192, 'x_2': 0.345, 'y_2': 0.35}, 'left': {'x_1': 0.089, 'y_1': 0.284, 'x_2': 0.166, 'y_2': 0.4095}};{'left': 0.0, 'right': 0.0};[['left hand grasping point on the chainsaw'], ['right hand grasping point on the chainsaw']]
179;grasp_vlm_dataset/vertical_bar9_jpg.rf.022a484f1da4cddb31c6f7aec5da4951.jpg;{'hand': [0.703570068359375, 0.5254462890625, 0.7466033325195313, 0.7034354248046875]};{'handle': {'x_1': 0.714, 'y_1': 0.605, 'x_2': 0.74, 'y_2': 0.6935}};{'hand': 0.30041307792941124};[['entire hand grasping point on the door with a vertical bar handle']]
180;grasp_vlm_dataset/hammer_3_jpg.rf.19078c2ac0de3ccda23c6fe59a99e1d8.jpg;{'hand': [0.380500244140625, 0.09071402740478515, 0.6531190185546875, 0.811857421875]};{'handle': {'x_1': 0.465, 'y_1': 0.418, 'x_2': 0.577, 'y_2': 0.8145}};{'hand': 0.22404040308963583};[['entire hand grasping point on the hammer']]
181;grasp_vlm_dataset/lever_handle8_jpg.rf.f197528e91c0cfefd5c22b4f379e1d0c.jpg;{'hand': [0.535240966796875, 0.34800546264648435, 0.6559884033203125, 0.38185757446289065]};{'handle': {'x_1': 0.546, 'y_1': 0.352, 'x_2': 0.6195, 'y_2': 0.3675}};{'hand': 0.2787117967990646};[['entire hand grasping point on the door with a horizontal lever handle']]
182;grasp_vlm_dataset/glue_0_jpg.rf.bdaaa9354a9ab3353743325f8762d122.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.622, 'y_1': 0.358, 'x_2': 0.663, 'y_2': 0.5505}};{'index': 0.0};[['index finger pressing point on the glue gun']]
183;grasp_vlm_dataset/vertical_bar3_jpg.rf.7f2561c534677fb42dc26c91251dca50.jpg;{'hand': [0.8056080322265625, 0.0005447626113891602, 1.0, 0.2597916259765625]};{'handle': {'x_1': 0.666, 'y_1': 0.435, 'x_2': 0.792, 'y_2': 0.6885}};{'hand': 0.0};[['entire hand grasping point on the door with a vertical bar handle']]
184;grasp_vlm_dataset/glue_16_jpg.rf.256552b82d4222ff16d04a50052eb923.jpg;{'index': [0.0, 0.0, 0.0, 0.0]};{'index': {'x_1': 0.476, 'y_1': 0.298, 'x_2': 0.529, 'y_2': 0.4635}};{'index': 0.0};[['index finger pressing point on the glue gun']]
