img_id; img_path                                                                     ; pred_bboxes                                                                                                                                                                                  ; target_bboxes                                                                                                                             ; ious                                                           ; prompts
    81; grasp_vlm_dataset/bolt_cutters3_jpeg.rf.b90509202ea9930e91a0e51cba58e09c.jpg ; {'left': [0.13801153564453125, 0.15013575744628907, 0.887276123046875, 0.8318607788085938], 'right': [0.1632384033203125, 0.1629582977294922, 0.912230712890625, 0.8173849487304687]}        ; {'right': {'x_1': 0.772, 'y_1': 0.225, 'x_2': 0.987, 'y_2': 0.3435}, 'left': {'x_1': 0.757, 'y_1': 0.48, 'x_2': 0.9435, 'y_2': 0.5835}}   ; {'left': 0.02610003152365222, 'right': 0.03329990085350453}    ; [['Best placement for the entire left hand on the bolt cutters'], ['Best placement near the green star for the entire right hand on the bolt cutters']]
    82; grasp_vlm_dataset/bolt_cutters2_jpeg.rf.7f9e70458981b6bb4db328a854714d8a.jpg ; {'left': [0.2338123321533203, 0.062445522308349606, 0.9347315063476562, 0.6274182739257812], 'right': [0.2338123321533203, 0.062445522308349606, 0.9347315063476562, 0.6274182739257812]}    ; {'right': {'x_1': 0.692, 'y_1': 0.365, 'x_2': 0.9235, 'y_2': 0.61}, 'left': {'x_1': 0.171, 'y_1': 0.478, 'x_2': 0.313, 'y_2': 0.85}}      ; {'left': 0.0270761949605869, 'right': 0.1432259252845009}      ; [['Best placement for the entire left hand on the bolt cutters'], ['Best placement near the green star for the entire right hand on the bolt cutters']]
    83; grasp_vlm_dataset/hammer_15_jpg.rf.645b1941203f2559b2d3a11d9bfca7d9.jpg      ; {'hand': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                               ; {'handle': {'x_1': 0.472, 'y_1': 0.474, 'x_2': 0.5735, 'y_2': 0.951}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the hammer']]
    84; grasp_vlm_dataset/lever_handle15_jpg.rf.c150ac0d0348314fde586b1ad6710920.jpg ; {'hand': [0.28849310302734377, 0.5231104736328125, 0.3680783386230469, 0.5893097534179688]}                                                                                                  ; {'handle': {'x_1': 0.296, 'y_1': 0.552, 'x_2': 0.364, 'y_2': 0.5645}}                                                                     ; {'hand': 0.16133669454380803}                                  ; [['Best placement for the entire hand on the door with a horizontal lever handle']]
    85; grasp_vlm_dataset/solder_7_jpg.rf.b5b50901e473147c08c467bc4f9123e2.jpg       ; {'hand': [0.213072998046875, 0.11424696350097656, 0.7850374755859375, 0.8598823852539063]}                                                                                                   ; {'handle': {'x_1': 0.272, 'y_1': 0.217, 'x_2': 0.446, 'y_2': 0.515}}                                                                      ; {'hand': 0.12158217936240512}                                  ; [['Best placement for the entire hand on the soldering iron']]
    86; grasp_vlm_dataset/can_opener16_jpg.rf.111212305c1d44f3d60069df77b4aa2a.jpg   ; {'left': [0.41980810546875, 0.0, 1.0, 0.5332247924804687], 'right': [0.41980810546875, 0.0, 1.0, 0.5332247924804687]}                                                                        ; {'left': {'x_1': 0.0, 'y_1': 0.236, 'x_2': 0.5165, 'y_2': 0.5865}, 'right': {'x_1': 0.467, 'y_1': 0.352, 'x_2': 0.705, 'y_2': 0.7485}}    ; {'left': 0.0622510282321261, 'right': 0.11960765278528246}     ; [['Best placement near the green star for the entire left hand on the can opener'], ['Best placement for the entire right hand on the can opener']]
    87; grasp_vlm_dataset/darts20_jpg.rf.a9ce2492be61a217827a69a4d4c6c301.jpg        ; {'index': [0.08855653381347656, 0.38814923095703124, 0.836729248046875, 0.6418704833984376], 'thumb': [0.08855653381347656, 0.38814923095703124, 0.836729248046875, 0.6418704833984376]}     ; {'index': {'x_1': 0.446, 'y_1': 0.497, 'x_2': 0.748, 'y_2': 0.5185}, 'thumb': {'x_1': 0.448, 'y_1': 0.535, 'x_2': 0.752, 'y_2': 0.552}}   ; {'index': 0.03420477128932149, 'thumb': 0.027224743265549658}  ; [['Best placement for the index finger on the dart'], ['Best placement for the thumb finger on the dart']]
    88; grasp_vlm_dataset/glue_13_jpg.rf.c4fc05024b35506c820fe899c961b2bd.jpg        ; {'index': [0.5234467163085937, 0.08557548522949218, 0.695912353515625, 0.15703558349609376]}                                                                                                 ; {'index': {'x_1': 0.333, 'y_1': 0.284, 'x_2': 0.424, 'y_2': 0.303}}                                                                       ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the glue gun']]
    89; grasp_vlm_dataset/saw_2_jpg.rf.69266212c061ba678b53eb8f930b6d81.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.452, 'y_1': 0.204, 'x_2': 0.5075, 'y_2': 0.2375}}                                                                     ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the circular saw']]
    90; grasp_vlm_dataset/saw_15_jpg.rf.f67fe8bf73aaa136a50fb8157de83bde.jpg         ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.488, 'y_1': 0.258, 'x_2': 0.525, 'y_2': 0.353}}                                                                       ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the circular saw']]
    91; grasp_vlm_dataset/chainsaw8_jpg.rf.8bffb4ec1813eac85a91a518bfc3b92c.jpg      ; {'left': [0.0007866263389587402, 0.1860141143798828, 0.2586041870117187, 0.37496978759765626], 'right': [0.0007866263389587402, 0.1860141143798828, 0.2586041870117187, 0.37496978759765626]}; {'right': {'x_1': 0.741, 'y_1': 0.54, 'x_2': 1.0, 'y_2': 0.794}, 'left': {'x_1': 0.214, 'y_1': 0.303, 'x_2': 0.6795, 'y_2': 0.6255}}      ; {'left': 0.016409339075329887, 'right': 0.0}                   ; [['Best placement for the entire left hand on the chainsaw'], ['Best placement near the green star for the entire right hand on the chainsaw']]
    92; grasp_vlm_dataset/solder_4_jpg.rf.4d30ffa1b18f9e6e839e4ba42971c4ee.jpg       ; {'hand': [0.08798637390136718, 0.3059451293945312, 0.8368673706054688, 0.6566141357421875]}                                                                                                  ; {'handle': {'x_1': 0.257, 'y_1': 0.381, 'x_2': 0.572, 'y_2': 0.5565}}                                                                     ; {'hand': 0.21051230259014977}                                  ; [['Best placement for the entire hand on the soldering iron']]
    93; grasp_vlm_dataset/chainsaw19_jpg.rf.76096eda9beb8843c2b9c7175e759bba.jpg     ; {'left': [0.0, 0.0, 0.0, 0.0], 'right': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                ; {'left': {'x_1': 0.524, 'y_1': 0.277, 'x_2': 0.712, 'y_2': 0.606}, 'right': {'x_1': 0.802, 'y_1': 0.266, 'x_2': 0.947, 'y_2': 0.3475}}    ; {'left': 0.0, 'right': 0.0}                                    ; [['Best placement near the green star for the entire left hand on the chainsaw'], ['Best placement for the entire right hand on the chainsaw']]
    94; grasp_vlm_dataset/nail_11_jpg.rf.273f63ae846149a0a6c1bb7fd5f8bc12.jpg        ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.639, 'y_1': 0.43, 'x_2': 0.665, 'y_2': 0.4755}}                                                                       ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the nail gun']]
    95; grasp_vlm_dataset/drill_3_jpg.rf.cea6afc512cf2a799ae00e945b82c4d4.jpg        ; {'index': [0.2340443115234375, 0.1635167694091797, 0.8364959106445312, 0.91132861328125]}                                                                                                    ; {'index': {'x_1': 0.472, 'y_1': 0.606, 'x_2': 0.551, 'y_2': 0.7355}}                                                                      ; {'index': 0.022708181615798278}                                ; [['Best placement for the index finger on the power drill']]
    96; grasp_vlm_dataset/bowl_ball1_jpg.rf.4020c04d8e1241935265af40ac2aa18b.jpg     ; {'index': [0.16297552490234374, 0.13785755920410156, 0.9119592895507812, 0.886026611328125], 'thumb': [0.11294351196289062, 0.09042692565917969, 0.8618501586914062, 0.836555419921875]}     ; {'thumb': {'x_1': 0.402, 'y_1': 0.832, 'x_2': 0.586, 'y_2': 0.8915}, 'index': {'x_1': 0.319, 'y_1': 0.159, 'x_2': 0.7385, 'y_2': 0.2705}} ; {'index': 0.08347082174357086, 'thumb': 0.0014733897395602378} ; [['Best placement for the index finger on the bowling ball'], ['Best placement for the thumb finger on the bowling ball']]
    97; grasp_vlm_dataset/shovel13_jpg.rf.f5238264a77a8d212e7af6f12e0072bb.jpg       ; {'left': [0.06897796630859375, 0.4341177978515625, 0.1932215576171875, 0.526321044921875], 'right': [0.0, 0.0, 0.0, 0.0]}                                                                    ; {'right': {'x_1': 0.773, 'y_1': 0.034, 'x_2': 0.9285, 'y_2': 0.119}, 'left': {'x_1': 0.425, 'y_1': 0.238, 'x_2': 0.746, 'y_2': 0.5645}}   ; {'left': 0.0, 'right': 0.0}                                    ; [['Best placement near the green star for the entire left hand on the shovel'], ['Best placement for the entire right hand on the shovel']]
    98; grasp_vlm_dataset/screwdriver_17_jpg.rf.b7c2e0e754bf207ffd869683b829c837.jpg ; {'hand': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                               ; {'handle': {'x_1': 0.433, 'y_1': 0.404, 'x_2': 0.624, 'y_2': 0.9355}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the screwdriver']]
    99; grasp_vlm_dataset/bow6_jpg.rf.1cd9d82f7d4ae8e0847e51e582479c9d.jpg           ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]}                                                                                                                               ; {'thumb': {'x_1': 0.149, 'y_1': 0.752, 'x_2': 0.165, 'y_2': 0.7785}, 'index': {'x_1': 0.163, 'y_1': 0.673, 'x_2': 0.243, 'y_2': 0.76}}    ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Best placement for the index finger on the violin bow'], ['Best placement for the thumb finger on the violin bow']]
   100; grasp_vlm_dataset/glue_8_jpg.rf.ed88b2b6948bda44e75188b61fd46f35.jpg         ; {'index': [0.34045059204101563, 0.14919827270507813, 0.6442689819335937, 0.3421710205078125]}                                                                                                ; {'index': {'x_1': 0.541, 'y_1': 0.519, 'x_2': 0.5635, 'y_2': 0.6}}                                                                        ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the glue gun']]
   101; grasp_vlm_dataset/saw_4_jpg.rf.45ee2fc78686e7837efd44b55fdcb7b6.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.426, 'y_1': 0.5, 'x_2': 0.4575, 'y_2': 0.5785}}                                                                       ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the circular saw']]
   102; grasp_vlm_dataset/nail_19_jpg.rf.bf96fd2debcd76e68c8d33fbaa35dbff.jpg        ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.4, 'y_1': 0.336, 'x_2': 0.461, 'y_2': 0.3755}}                                                                        ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the nail gun']]
   103; grasp_vlm_dataset/drill_7_jpg.rf.86e0d6645949a3327233fb4b56197706.jpg        ; {'index': [0.5669764404296875, 0.26243655395507814, 0.6190750732421875, 0.4327084045410156]}                                                                                                 ; {'index': {'x_1': 0.544, 'y_1': 0.429, 'x_2': 0.558, 'y_2': 0.469}}                                                                       ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the power drill']]
   104; grasp_vlm_dataset/nail_7_jpg.rf.9dc74677883e77ba46532f2ca1a623d1.jpg         ; {'index': [0.4133519287109375, 0.46800765991210935, 0.44183203125, 0.5761888427734375]}                                                                                                      ; {'index': {'x_1': 0.414, 'y_1': 0.499, 'x_2': 0.439, 'y_2': 0.563}}                                                                       ; {'index': 0.5193100271849301}                                  ; [['Best placement for the index finger on the nail gun']]
   105; grasp_vlm_dataset/bowl_ball16_jpg.rf.c321501dcd9ff5815cc8d4c8ab33fab3.jpg    ; {'index': [0.1269887924194336, 0.15708599853515626, 0.794899658203125, 0.816393310546875], 'thumb': [0.1269887924194336, 0.15708599853515626, 0.794899658203125, 0.816393310546875]}         ; {'thumb': {'x_1': 0.433, 'y_1': 0.189, 'x_2': 0.5265, 'y_2': 0.25}, 'index': {'x_1': 0.437, 'y_1': 0.41, 'x_2': 0.631, 'y_2': 0.52}}      ; {'index': 0.04846051375846255, 'thumb': 0.012951946589568462}  ; [['Best placement for the index finger on the bowling ball'], ['Best placement for the thumb finger on the bowling ball']]
   106; grasp_vlm_dataset/solder_0_jpg.rf.f7a303839ee3b1f886436c5a9f40f261.jpg       ; {'hand': [0.08848538970947266, 0.21720460510253906, 0.8366083374023437, 0.9424383544921875]}                                                                                                 ; {'handle': {'x_1': 0.46, 'y_1': 0.346, 'x_2': 0.826, 'y_2': 0.4955}}                                                                      ; {'hand': 0.10084893018193546}                                  ; [['Best placement for the entire hand on the soldering iron']]
   107; grasp_vlm_dataset/lever_handle13_jpg.rf.9b66a094085d70f525e03a461c022777.jpg ; {'hand': [0.27452093505859376, 0.08804689025878906, 0.5587786865234375, 0.8371126098632813]}                                                                                                 ; {'handle': {'x_1': 0.298, 'y_1': 0.535, 'x_2': 0.369, 'y_2': 0.549}}                                                                      ; {'hand': 0.004668250427516194}                                 ; [['Best placement for the entire hand on the door with a horizontal lever handle']]
   108; grasp_vlm_dataset/bolt_cutters7_jpeg.rf.a8f904dd05ef48a1fd4a02d58cfcecf3.jpg ; {'left': [0.17641960144042967, 0.13779673767089845, 0.8709415893554687, 0.886604736328125], 'right': [0.17641960144042967, 0.13779673767089845, 0.8709415893554687, 0.886604736328125]}      ; {'right': {'x_1': 0.711, 'y_1': 0.142, 'x_2': 0.8585, 'y_2': 0.3345}, 'left': {'x_1': 0.526, 'y_1': 0.094, 'x_2': 0.6905, 'y_2': 0.265}}  ; {'left': 0.039685566704378714, 'right': 0.05459668571172415}   ; [['Best placement for the entire left hand on the bolt cutters'], ['Best placement near the green star for the entire right hand on the bolt cutters']]
   109; grasp_vlm_dataset/bowl_ball15_jpg.rf.0986dd19fa7e1687280f8e5b2fcac561.jpg    ; {'index': [0.34749044799804685, 0.11544589996337891, 0.45837945556640625, 0.1909927978515625], 'thumb': [0.02966854667663574, 0.2712950134277344, 0.23360743713378906, 0.3793857727050781]}  ; {'thumb': {'x_1': 0.241, 'y_1': 0.567, 'x_2': 0.2955, 'y_2': 0.6015}, 'index': {'x_1': 0.047, 'y_1': 0.566, 'x_2': 0.089, 'y_2': 0.6275}} ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Best placement for the index finger on the bowling ball'], ['Best placement for the thumb finger on the bowling ball']]
   110; grasp_vlm_dataset/wrench_4_jpg.rf.b264523b21bc4d1453f319b0a969ccc7.jpg       ; {'hand': [0.07165794372558594, 0.35526434326171874, 0.28995831298828123, 0.6142119140625]}                                                                                                   ; {'handle': {'x_1': 0.43, 'y_1': 0.405, 'x_2': 0.823, 'y_2': 0.8945}}                                                                      ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the wrench']]
   111; grasp_vlm_dataset/bot_rnd3_jpg.rf.4b9d9993e218eda2c5762325dae14815.jpg       ; {'hand': [0.06358392333984375, 0.0, 0.8083053588867187, 0.73036328125]}                                                                                                                      ; {'handle': {'x_1': 0.5, 'y_1': 0.85, 'x_2': 0.5925, 'y_2': 0.984}}                                                                        ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the bottom drawer with a round handle']]
   112; grasp_vlm_dataset/can_opener8_jpg.rf.2a71ddf46c08f5f58cb9fa1002c7ea31.jpg    ; {'left': [0.27838812255859374, 0.16333506774902343, 0.7115078125, 0.9101928100585938], 'right': [0.27838812255859374, 0.16333506774902343, 0.7115078125, 0.9101928100585938]}                ; {'right': {'x_1': 0.533, 'y_1': 0.57, 'x_2': 0.701, 'y_2': 0.952}, 'left': {'x_1': 0.281, 'y_1': 0.082, 'x_2': 0.6985, 'y_2': 0.6365}}    ; {'left': 0.5526758838235003, 'right': 0.1729257996240437}      ; [['Best placement for the entire left hand on the can opener'], ['Best placement near the green star for the entire right hand on the can opener']]
   113; grasp_vlm_dataset/syringe4_jpg.rf.944ee00ea4bbe0886f062c88c0fc0508.jpg       ; {'index': [0.6068023071289063, 0.46797833251953125, 0.8049237670898437, 0.716656494140625], 'thumb': [0.23879991149902344, 0.14111280822753905, 0.35236181640625, 0.2958892822265625]}       ; {'thumb': {'x_1': 0.242, 'y_1': 0.142, 'x_2': 0.306, 'y_2': 0.2395}, 'index': {'x_1': 0.247, 'y_1': 0.17, 'x_2': 0.3525, 'y_2': 0.297}}   ; {'index': 0.0, 'thumb': 0.3550152199198321}                    ; [['Best placement for the index finger on the syringe'], ['Best placement for the thumb finger on the syringe']]
   114; grasp_vlm_dataset/multimeter4_jpg.rf.321a3272a69e12d6d183733f06bd4144.jpg    ; {'left': [0.0, 0.0, 0.0, 0.0], 'right': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                ; {'right': {'x_1': 0.719, 'y_1': 0.013, 'x_2': 0.868, 'y_2': 0.186}, 'left': {'x_1': 0.716, 'y_1': 0.152, 'x_2': 0.8385, 'y_2': 0.3665}}   ; {'left': 0.0, 'right': 0.0}                                    ; [['Best placement for the entire left hand on the multimeter with red and black leads'], ['Best placement near the green star for the entire right hand on the multimeter with red and black leads']]
   115; grasp_vlm_dataset/nail_15_jpg.rf.c5daa9a911fc088daf6cea42189c3dda.jpg        ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.405, 'y_1': 0.548, 'x_2': 0.4645, 'y_2': 0.585}}                                                                      ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the nail gun']]
   116; grasp_vlm_dataset/bowl_ball6_jpg.rf.6ff260c4862e199c47b5fa92733176dc.jpg     ; {'index': [0.16295835876464843, 0.2425121612548828, 0.9117681884765625, 0.8783392944335937], 'thumb': [0.16295835876464843, 0.2425121612548828, 0.9117681884765625, 0.8783392944335937]}     ; {'index': {'x_1': 0.37, 'y_1': 0.267, 'x_2': 0.6615, 'y_2': 0.3565}, 'thumb': {'x_1': 0.243, 'y_1': 0.724, 'x_2': 0.3855, 'y_2': 0.817}}  ; {'index': 0.05479627046737285, 'thumb': 0.02783474321296545}   ; [['Best placement for the index finger on the bowling ball'], ['Best placement for the thumb finger on the bowling ball']]
   117; grasp_vlm_dataset/rnd_door2_jpg.rf.85682450b8374f2c9fd77fbed8cfe531.jpg      ; {'hand': [0.014477968215942383, 0.21323361206054686, 0.6678566284179688, 0.9613756103515625]}                                                                                                ; {'handle': {'x_1': 0.184, 'y_1': 0.306, 'x_2': 0.3505, 'y_2': 0.4705}}                                                                    ; {'hand': 0.056031359347745655}                                 ; [['Best placement for the entire hand on the door with a round handle']]
   118; grasp_vlm_dataset/chainsaw10_jpg.rf.751d689955152e4b7c2d9b31b0104fb9.jpg     ; {'left': [0.0, 0.0, 0.0, 0.0], 'right': [0.08850467681884766, 0.13931095886230468, 0.8340177612304688, 0.8853186645507812]}                                                                  ; {'right': {'x_1': 0.774, 'y_1': 0.202, 'x_2': 0.869, 'y_2': 0.3065}, 'left': {'x_1': 0.546, 'y_1': 0.063, 'x_2': 0.678, 'y_2': 0.7005}}   ; {'left': 0.0, 'right': 0.01120346110027363}                    ; [['Best placement for the entire left hand on the chainsaw'], ['Best placement near the green star for the entire right hand on the chainsaw']]
   119; grasp_vlm_dataset/top_bar8_jpg.rf.ab263c3e7284caeabcbe9f1f7951b958.jpg       ; {'hand': [0.32608489990234374, 0.4912666015625, 0.6564103393554688, 0.5322666015625]}                                                                                                        ; {'handle': {'x_1': 0.326, 'y_1': 0.162, 'x_2': 0.678, 'y_2': 0.2155}}                                                                     ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the top drawer with a horizontal bar handle']]
   120; grasp_vlm_dataset/darts2_jpg.rf.0d3a2b36e9bbcc0321ba939067fbe4ad.jpg         ; {'index': [0.28903082275390624, 0.14401092529296874, 0.4435310974121094, 0.36564218139648436], 'thumb': [0.21576231384277345, 0.11330585479736328, 0.961440673828125, 0.8615509033203125]}   ; {'index': {'x_1': 0.441, 'y_1': 0.358, 'x_2': 0.4805, 'y_2': 0.4475}, 'thumb': {'x_1': 0.415, 'y_1': 0.384, 'x_2': 0.471, 'y_2': 0.462}}  ; {'index': 0.0005122916250005699, 'thumb': 0.00782865650847101} ; [['Best placement for the index finger on the dart'], ['Best placement for the thumb finger on the dart']]
   121; grasp_vlm_dataset/lever_handle10_jpg.rf.729f9985f377ce86b56bb5ce68667341.jpg ; {'hand': [0.0, 0.8331744384765625, 0.12113788604736328, 0.9999974365234375]}                                                                                                                 ; {'handle': {'x_1': 0.468, 'y_1': 0.4, 'x_2': 0.5595, 'y_2': 0.4595}}                                                                      ; {'hand': 0.0}                                                  ; [['Best placement for the entire hand on the door with a horizontal lever handle']]
   122; grasp_vlm_dataset/wacker_19_jpg.rf.8ab51c8473e66c4946de24dabac3ba0c.jpg      ; {'index': [0.1133434066772461, 0.2470413513183594, 0.8613525390625, 0.9813986206054688]}                                                                                                     ; {'index': {'x_1': 0.573, 'y_1': 0.48, 'x_2': 0.6, 'y_2': 0.4945}}                                                                         ; {'index': 0.0007127175745609616}                               ; [['Best placement for the index finger on the weed wacker']]
   123; grasp_vlm_dataset/can_opener17_jpg.rf.fc9ae25083d1f032c89eb0bc70115d71.jpg   ; {'left': [0.3728525695800781, 0.16651788330078124, 0.5924041137695313, 0.8043173217773437], 'right': [0.3758502197265625, 0.20033407592773436, 0.48423806762695315, 0.804841796875]}         ; {'right': {'x_1': 0.434, 'y_1': 0.249, 'x_2': 0.5765, 'y_2': 0.3635}, 'left': {'x_1': 0.378, 'y_1': 0.418, 'x_2': 0.594, 'y_2': 0.8055}}  ; {'left': 0.5878420730067103, 'right': 0.0756027786094321}      ; [['Best placement near the green star for the entire left hand on the can opener'], ['Best placement for the entire right hand on the can opener']]
   124; grasp_vlm_dataset/scissors18_jpg.rf.767a8060d4f67ab73607be0dd5c5f99a.jpg     ; {'index': [0.30962008666992186, 0.06266286468505859, 0.6834686889648437, 0.8118057250976562], 'thumb': [0.30962008666992186, 0.06266286468505859, 0.6834686889648437, 0.8118057250976562]}   ; {'thumb': {'x_1': 0.335, 'y_1': 0.129, 'x_2': 0.4585, 'y_2': 0.239}, 'index': {'x_1': 0.54, 'y_1': 0.099, 'x_2': 0.6565, 'y_2': 0.269}}   ; {'index': 0.07071547136037011, 'thumb': 0.04850642153146319}   ; [['Best placement for the index finger on the pair of scissors'], ['Best placement for the thumb finger on the pair of scissors']]
   125; grasp_vlm_dataset/nail_3_jpg.rf.a6a6d9284e1a4667a55b39c233e0b885.jpg         ; {'index': [0.16359001159667969, 0.19049761962890624, 0.9119918212890625, 0.9322496337890624]}                                                                                                ; {'index': {'x_1': 0.469, 'y_1': 0.445, 'x_2': 0.5655, 'y_2': 0.467}}                                                                      ; {'index': 0.003824339427314057}                                ; [['Best placement for the index finger on the nail gun']]
   126; grasp_vlm_dataset/rnd_door1_jpg.rf.449b65f73f2722a0d9dda83d4a44deb5.jpg      ; {'hand': [0.14515826416015626, 0.11277084350585938, 0.7729088134765625, 0.8621571044921875]}                                                                                                 ; {'handle': {'x_1': 0.698, 'y_1': 0.58, 'x_2': 0.739, 'y_2': 0.615}}                                                                       ; {'hand': 0.0030504160197709356}                                ; [['Best placement for the entire hand on the door with a round handle']]
   127; grasp_vlm_dataset/wacker_10_jpg.rf.8a910a97615dcdaef321319868f9c7b5.jpg      ; {'index': [0.21539295959472657, 0.14266465759277344, 0.95825, 0.8743824462890625]}                                                                                                           ; {'index': {'x_1': 0.777, 'y_1': 0.488, 'x_2': 0.835, 'y_2': 0.5555}}                                                                      ; {'index': 0.007202494070734704}                                ; [['Best placement for the index finger on the weed wacker']]
   128; grasp_vlm_dataset/drill_1_jpg.rf.435014de574692be4bd55fe9d5f2f7f5.jpg        ; {'index': [0.337569091796875, 0.21585543823242187, 0.39878729248046874, 0.36288766479492185]}                                                                                                ; {'index': {'x_1': 0.48, 'y_1': 0.423, 'x_2': 0.5375, 'y_2': 0.4725}}                                                                      ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the power drill']]
   129; grasp_vlm_dataset/solder_11_jpg.rf.61a9b0a78f8d7344ec0a94a9e44348df.jpg      ; {'hand': [0.18902456665039064, 0.06710195922851563, 0.9108131713867188, 0.8113338623046875]}                                                                                                 ; {'handle': {'x_1': 0.641, 'y_1': 0.121, 'x_2': 0.896, 'y_2': 0.4135}}                                                                     ; {'hand': 0.13885059543367462}                                  ; [['Best placement for the entire hand on the soldering iron']]
   130; grasp_vlm_dataset/glue_7_jpg.rf.524b1983d4e2515f07237ccbd9eb3b5f.jpg         ; {'index': [0.0, 0.0, 0.0, 0.0]}                                                                                                                                                              ; {'index': {'x_1': 0.548, 'y_1': 0.476, 'x_2': 0.568, 'y_2': 0.5815}}                                                                      ; {'index': 0.0}                                                 ; [['Best placement for the index finger on the glue gun']]
   131; grasp_vlm_dataset/multimeter5_jpg.rf.7c808d0578c14aab7cf77201da754808.jpg    ; {'left': [0.14038182067871094, 0.1133709487915039, 0.8814747314453125, 0.8601744995117188], 'right': [0.14038182067871094, 0.1133709487915039, 0.8814747314453125, 0.8601744995117188]}      ; {'right': {'x_1': 0.16, 'y_1': 0.577, 'x_2': 0.5155, 'y_2': 0.6845}, 'left': {'x_1': 0.126, 'y_1': 0.337, 'x_2': 0.383, 'y_2': 0.588}}    ; {'left': 0.10931872957530374, 'right': 0.06905085115807105}    ; [['Best placement for the entire left hand on the multimeter with red and black leads'], ['Best placement near the green star for the entire right hand on the multimeter with red and black leads']]
   132; grasp_vlm_dataset/shovel10_jpg.rf.a851d52ea1d80dd9a37ee89f8ab5fd07.jpg       ; {'left': [0.0, 0.0, 0.0, 0.0], 'right': [0.22550794982910155, 0.5676806030273438, 0.3098209228515625, 0.6523709106445312]}                                                                   ; {'right': {'x_1': 0.427, 'y_1': 0.443, 'x_2': 0.511, 'y_2': 0.7885}, 'left': {'x_1': 0.344, 'y_1': 0.152, 'x_2': 0.5275, 'y_2': 0.2325}}  ; {'left': 0.0, 'right': 0.0}                                    ; [['Best placement for the entire left hand on the shovel'], ['Best placement near the green star for the entire right hand on the shovel']]
   133; grasp_vlm_dataset/chainsaw16_jpg.rf.5bcb391b6f3b2485e596cd67e113b5b8.jpg     ; {'left': [0.0003338336944580078, 1.6927719116210938e-05, 0.5768538208007813, 0.3917630920410156], 'right': [0.0, 0.0, 0.0, 0.0]}                                                             ; {'left': {'x_1': 0.139, 'y_1': 0.382, 'x_2': 0.3155, 'y_2': 0.4925}, 'right': {'x_1': 0.442, 'y_1': 0.172, 'x_2': 0.573, 'y_2': 0.3995}}  ; {'left': 0.007072974890179618, 'right': 0.0}                   ; [['Best placement near the green star for the entire left hand on the chainsaw'], ['Best placement for the entire right hand on the chainsaw']]
   134; grasp_vlm_dataset/top_bar6_jpg.rf.ed95d1fbc5c4f9b6e6eacd8da23c17ad.jpg       ; {'hand': [0.2606982727050781, 0.33778402709960936, 0.7466517944335938, 0.5729339599609375]}                                                                                                  ; {'handle': {'x_1': 0.546, 'y_1': 0.452, 'x_2': 0.636, 'y_2': 0.4805}}                                                                     ; {'hand': 0.022446455750284377}                                 ; [['Best placement for the entire hand on the top drawer with a horizontal bar handle']]
   135; grasp_vlm_dataset/bow13_jpg.rf.61ec96aa8ae181f31ecaf61633dc3155.jpg          ; {'index': [0.0, 0.0, 0.0, 0.0], 'thumb': [0.0, 0.0, 0.0, 0.0]}                                                                                                                               ; {'index': {'x_1': 0.63, 'y_1': 0.667, 'x_2': 0.7125, 'y_2': 0.7845}, 'thumb': {'x_1': 0.673, 'y_1': 0.753, 'x_2': 0.7125, 'y_2': 0.811}}  ; {'index': 0.0, 'thumb': 0.0}                                   ; [['Best placement for the index finger on the violin bow'], ['Best placement for the thumb finger on the violin bow']]
