img_id;img_path;text_output;pred_bboxes;target_bboxes;ious;input_tokens;output_tokens
123;grasp_vlm_dataset/allen_15_jpg.rf.3a8e49f7d79525555e5345172c0a6fdc.jpg;I’ve chosen the long, insulated yellow shaft of the allen key as the optimal grip region to maximize leverage while turning the bolt.{hand:[0.12,0.55,0.88,0.75]};{'hand': [0.12, 0.55, 0.88, 0.75]};{'handle': {'x_1': 0.143, 'y_1': 0.55, 'x_2': 0.8555, 'y_2': 0.619}};{'hand': 0.3234374999999998};1951;435
124;grasp_vlm_dataset/wrench_8_jpg.rf.adc939651c9fb5bc06b5fc7b898bdcc0.jpg;I would grip the wrench on the flat handle just behind the open jaw to maximize control and torque transfer. The best continuous contact region is the mid‐section of the handle, from just right of the open end to about half its length.{hand:[0.15,0.35,0.55,0.75]};{'hand': [0.15, 0.35, 0.55, 0.75]};{'handle': {'x_1': 0.173, 'y_1': 0.18, 'x_2': 0.894, 'y_2': 0.821}};{'hand': 0.31992464374439133};1947;521
125;grasp_vlm_dataset/darts14_jpg.rf.4ee09ece4e0644b3725dbaa0430a6618.jpg;I’ve placed the optimal finger contacts on the knurled barrel section of the dart, just behind the point where the shaft begins, to ensure a stable, repeatable grip.{index:[0.72,0.47,0.85,0.51], thumb:[0.72,0.51,0.85,0.55]};{'index': [0.72, 0.47, 0.85, 0.51], 'thumb': [0.72, 0.51, 0.85, 0.55]};{'index': {'x_1': 0.787, 'y_1': 0.566, 'x_2': 1.0, 'y_2': 0.586}, 'thumb': {'x_1': 0.791, 'y_1': 0.599, 'x_2': 1.0, 'y_2': 0.636}};{'index': 0.0, 'thumb': 0.0};1968;784
126;grasp_vlm_dataset/nail_3_jpg.rf.a6a6d9284e1a4667a55b39c233e0b885.jpg;{index:[0.55,0.38,0.65,0.52]};{'index': [0.55, 0.38, 0.65, 0.52]};{'index': {'x_1': 0.469, 'y_1': 0.445, 'x_2': 0.5655, 'y_2': 0.467}};{'index': 0.021606893929793397};1976;409
127;grasp_vlm_dataset/saw_0_jpg.rf.381ff29e5ee50ca947c0e35bd4b95b51.jpg;I plan to grip the saw by placing the pad of my index fingertip on the front of the main trigger handle, just under the “Bauer” label, where the textured grip and trigger are located. This gives precise control over blade engagement while keeping clearance from the spinning blade.Computed normalized bounding box for the fingertip contact area:• x1 ≃ 0.58 (start of the black/red grip) • y1 ≃ 0.28 (top of the trigger area) • x2 ≃ 0.92 (end of the grip toward the battery) • y2 ≃ 0.56 (bottom of the grip)JSON output:{index:[0.58,0.28,0.92,0.56]};{'index': [0.58, 0.28, 0.92, 0.56]};{'index': {'x_1': 0.565, 'y_1': 0.517, 'x_2': 0.6185, 'y_2': 0.5385}};{'index': 0.008665497657619935};1972;613
128;grasp_vlm_dataset/shovel12_cleanup_jpg.rf.3b12e3cf54c81e017f08a50f37095ff7.jpg;"{""hand1"": [0.40, 0.40, 0.50, 0.55], ""hand2"": [0.62, 0.05, 0.80, 0.15]}";{'hand1': [0.4, 0.4, 0.5, 0.55], 'hand2': [0.62, 0.05, 0.8, 0.15]};{'hand1': {'x_1': 0.414, 'y_1': 0.213, 'x_2': 0.7425, 'y_2': 0.609}, 'hand2': {'x_1': 0.656, 'y_1': 0.165, 'x_2': 0.815, 'y_2': 0.2475}};{'hand1': 0.0975897598838001, 'hand2': 0.0};1954;1206
129;grasp_vlm_dataset/wacker_10_jpg.rf.8a910a97615dcdaef321319868f9c7b5.jpg;I’ve identified the optimal pad contact area on the main cylindrical grip just before the D-handle. Here’s the normalized bounding box for the fingertip’s contact region:{index:[0.45,0.35,0.75,0.55]};{'index': [0.45, 0.35, 0.75, 0.55]};{'index': {'x_1': 0.777, 'y_1': 0.488, 'x_2': 0.835, 'y_2': 0.5555}};{'index': 0.0};1974;507
130;grasp_vlm_dataset/wrench_16_jpg.rf.12243ea8b26ceccdd1e8319ebcf2e0f0.jpg;{hand:[0.41,0.42,0.68,0.52]};{'hand': [0.41, 0.42, 0.68, 0.52]};{'handle': {'x_1': 0.27, 'y_1': 0.277, 'x_2': 0.863, 'y_2': 0.6205}};{'hand': 0.13255079272737993};1947;1177
131;grasp_vlm_dataset/glue_8_jpg.rf.ed88b2b6948bda44e75188b61fd46f35.jpg;{index:[0.43,0.49,0.58,0.75]};{'index': [0.43, 0.49, 0.58, 0.75]};{'index': {'x_1': 0.541, 'y_1': 0.519, 'x_2': 0.5635, 'y_2': 0.6}};{'index': 0.046730769230769145};1976;409
132;grasp_vlm_dataset/shovel6_cleanup_jpg.rf.4cdcccc6f7f22e2f8d25605bdccab048.jpg;"I have identified two optimal grasp regions on the shovel’s handle for a secure two‐handed grip:hand1 (left hand) on the D‐shaped top handle, hand2 (right hand) on the shaft just below the handle.  ```json{  ""hand1"": [0.42, 0.05, 0.58, 0.18],  ""hand2"": [0.44, 0.33, 0.56, 0.50]}```";{'hand1': [0.44, 0.33, 0.56, 0.5], 'hand2': [0.42, 0.05, 0.58, 0.18]};{'hand1': {'x_1': 0.485, 'y_1': 0.324, 'x_2': 0.525, 'y_2': 0.631}, 'hand2': {'x_1': 0.437, 'y_1': 0.117, 'x_2': 0.5665, 'y_2': 0.1525}};{'hand1': 0.26275115919629066, 'hand2': 0.22102163461538457};1954;433
133;grasp_vlm_dataset/glue_10_jpg.rf.24229314b8195dec5efb1d23248a1a10.jpg;{index:[0.48,0.39,0.59,0.68]};{'index': [0.48, 0.39, 0.59, 0.68]};{'index': {'x_1': 0.424, 'y_1': 0.501, 'x_2': 0.5295, 'y_2': 0.6355}};{'index': 0.16884129640900783};1976;601
134;grasp_vlm_dataset/saw_3_jpg.rf.ad4e2276b34ec00dab9465a14fd8f064.jpg;I’ve identified the optimal fingertip contact area on the trigger section of the saw’s handle, where the index finger pad would naturally press to activate and control the tool. {index:[0.33,0.15,0.45,0.30]};{'index': [0.33, 0.15, 0.45, 0.3]};{'index': {'x_1': 0.405, 'y_1': 0.181, 'x_2': 0.443, 'y_2': 0.2265}};{'index': 0.09605555555555553};1972;764
135;grasp_vlm_dataset/rnd_door13_jpg.rf.ae363c424ddbf2d4d88e5f2b6f4efdb8.jpg;{hand: [0.52, 0.47, 0.68, 0.66]};{'hand': [0.52, 0.47, 0.68, 0.66]};{'handle': {'x_1': 0.423, 'y_1': 0.417, 'x_2': 0.6295, 'y_2': 0.638}};{'hand': 0.319150597236318};1962;605
136;grasp_vlm_dataset/darts19_jpg.rf.6029ff9335d6fa4f90a81125412346d8.jpg;I’ve placed the index finger on the knurled front section of the barrel (top side as seen from the camera), and the thumb directly opposite on the bottom side of the same section, giving a stable tripod grip just behind the dart’s tip:{index:[0.42,0.38,0.55,0.46],thumb:[0.42,0.46,0.55,0.54]};{'index': [0.42, 0.38, 0.55, 0.46], 'thumb': [0.42, 0.46, 0.55, 0.54]};{'index': {'x_1': 0.0, 'y_1': 0.291, 'x_2': 0.4265, 'y_2': 0.467}, 'thumb': {'x_1': 0.0, 'y_1': 0.415, 'x_2': 0.409, 'y_2': 0.537}};{'index': 0.006121680165756269, 'thumb': 0.0};1968;1950
137;grasp_vlm_dataset/bolt_cutters12_cleanup_jpeg.rf.4a15d0887585da2e5d7646036bce2d48.jpg;"I’ve identified optimal grip regions on the handles where each hand can get full purchase to operate the bolt cutters:{""hand1"":[0.62,0.65,0.95,0.90], ""hand2"":[0.62,0.38,0.95,0.63]}";{'hand1': [0.62, 0.65, 0.95, 0.9], 'hand2': [0.62, 0.38, 0.95, 0.63]};{'hand1': {'x_1': 0.796, 'y_1': 0.643, 'x_2': 0.9925, 'y_2': 0.8215}, 'hand2': {'x_1': 0.783, 'y_1': 0.134, 'x_2': 0.971, 'y_2': 0.333}};{'hand1': 0.2897078624570485, 'hand2': 0.0};1959;708
138;grasp_vlm_dataset/lever_handle7_jpg.rf.fd99b97487f1509ef8943f9e968cee53.jpg;I have identified the region where the robotic hand should grasp the horizontal lever handle.{hand:[0.38,0.45,0.50,0.57]};{'hand': [0.38, 0.45, 0.5, 0.57]};{'handle': {'x_1': 0.421, 'y_1': 0.563, 'x_2': 0.48, 'y_2': 0.5815}};{'hand': 0.027389992373246703};1967;809
139;grasp_vlm_dataset/bot_rnd4_jpg.rf.76c8799a9e03f401270000dc4691e1e3.jpg;I’ve identified the optimal grasp region around the lower round knob for a single continuous contact. Here’s the normalized bounding box:{hand: [0.48, 0.55, 0.62, 0.66]};{'hand': [0.48, 0.55, 0.62, 0.66]};{'handle': {'x_1': 0.409, 'y_1': 0.701, 'x_2': 0.537, 'y_2': 0.815}};{'hand': 0.0};1973;758
140;grasp_vlm_dataset/syringe13_jpg.rf.53e198c3e36d6e5ed9ea63159a03560e.jpg;{index: [0.28, 0.73, 0.78, 0.90], thumb: [0.42, 0.88, 0.58, 0.99]};{'index': [0.28, 0.73, 0.78, 0.9], 'thumb': [0.42, 0.88, 0.58, 0.99]};{'thumb': {'x_1': 0.478, 'y_1': 0.896, 'x_2': 0.6565, 'y_2': 0.942}, 'index': {'x_1': 0.414, 'y_1': 0.779, 'x_2': 0.7055, 'y_2': 0.8275}};{'index': 0.16632647058823521, 'thumb': 0.22216961030351792};1964;948
141;grasp_vlm_dataset/wacker_4_jpg.rf.15a736a71eeb7d9dfdbb844dd9933428.jpg;{index:[0.45,0.45,0.55,0.65]};{'index': [0.45, 0.45, 0.55, 0.65]};{'index': {'x_1': 0.485, 'y_1': 0.539, 'x_2': 0.505, 'y_2': 0.58}};{'index': 0.040999999999999946};1974;857
142;grasp_vlm_dataset/allen_11_jpg.rf.2b8fb086f4e451a865876d6fc703212d.jpg;{hand:[0.35,0.05,0.88,0.25]};{'hand': [0.35, 0.05, 0.88, 0.25]};{'handle': {'x_1': 0.329, 'y_1': 0.06, 'x_2': 0.761, 'y_2': 0.174}};{'hand': 0.43225639795560644};1951;537
143;grasp_vlm_dataset/drill_10_jpg.rf.630a7c5082ccf4850afde2ebfcc67798.jpg;{index:[0.52,0.40,0.58,0.52]};{'index': [0.52, 0.4, 0.58, 0.52]};{'index': {'x_1': 0.466, 'y_1': 0.406, 'x_2': 0.4885, 'y_2': 0.4695}};{'index': 0.0};1973;1369
144;grasp_vlm_dataset/nail_19_jpg.rf.bf96fd2debcd76e68c8d33fbaa35dbff.jpg;{index:[0.18,0.35,0.32,0.55]};{'index': [0.18, 0.35, 0.32, 0.55]};{'index': {'x_1': 0.4, 'y_1': 0.336, 'x_2': 0.461, 'y_2': 0.3755}};{'index': 0.0};1976;665
145;grasp_vlm_dataset/shovel7_cleanup_jpg.rf.b9738b9c19d632cba9837930d899b068.jpg;"I have chosen grasp regions that allow one hand to hold the D-handle for leverage and the other hand to grip the shaft below the head for control during digging.  {""hand1"":[0.65,0.60,0.90,0.85], ""hand2"":[0.45,0.43,0.60,0.57]}";{'hand1': [0.45, 0.43, 0.6, 0.57], 'hand2': [0.65, 0.6, 0.9, 0.85]};{'hand1': {'x_1': 0.358, 'y_1': 0.381, 'x_2': 0.702, 'y_2': 0.641}, 'hand2': {'x_1': 0.83, 'y_1': 0.676, 'x_2': 0.934, 'y_2': 0.8245}};{'hand1': 0.23479427549194978, 'hand2': 0.15388828850168032};1954;848
146;grasp_vlm_dataset/scissors7_jpg.rf.68511979cb77432f90a047d4950ef71b.jpg;{index:[0.10,0.45,0.48,0.85],thumb:[0.48,0.28,0.85,0.65]};{'index': [0.1, 0.45, 0.48, 0.85], 'thumb': [0.48, 0.28, 0.85, 0.65]};{'thumb': {'x_1': 0.337, 'y_1': 0.617, 'x_2': 0.5125, 'y_2': 0.8375}, 'index': {'x_1': 0.653, 'y_1': 0.346, 'x_2': 0.931, 'y_2': 0.4975}};{'index': 0.0, 'thumb': 0.006145242593836709};1976;491
147;grasp_vlm_dataset/can_opener7_cleanup_jpg.rf.9a1b1ff72210899e33bdd21291a23769.jpg;"I have identified two optimal grasp regions on the can opener’s handles for the left and right robotic hands:{""hand1"":[0.19,0.48,0.55,0.72],""hand2"":[0.19,0.20,0.55,0.48]}";{'hand1': [0.19, 0.48, 0.55, 0.72], 'hand2': [0.19, 0.2, 0.55, 0.48]};{'hand1': {'x_1': 0.537, 'y_1': 0.297, 'x_2': 0.7395, 'y_2': 0.7905}, 'hand2': {'x_1': 0.226, 'y_1': 0.087, 'x_2': 0.6555, 'y_2': 0.5395}};{'hand1': 0.01702928955932621, 'hand2': 0.44377319726310516};1958;834
148;grasp_vlm_dataset/shovel15_cleanup_jpg.rf.36b6d45311805496e20e1633e101cbb3.jpg;"I have identified two optimal grasp regions on the shovel: one on the D-handle for the right hand (hand1) and one midway down the shaft for the left hand (hand2). Here are their normalized bounding boxes:{""hand1"":[0.54,0.05,0.79,0.19],""hand2"":[0.52,0.30,0.61,0.48]}";{'hand1': [0.54, 0.05, 0.79, 0.19], 'hand2': [0.52, 0.3, 0.61, 0.48]};{'hand1': {'x_1': 0.581, 'y_1': 0.072, 'x_2': 0.758, 'y_2': 0.0965}, 'hand2': {'x_1': 0.507, 'y_1': 0.245, 'x_2': 0.6545, 'y_2': 0.6895}};{'hand1': 0.12390000000000007, 'hand2': 0.24708775809803427};1954;475
149;grasp_vlm_dataset/wrench_13_jpg.rf.40b1fa117433ca5a119417d93bb81c0f.jpg;I’ve selected the straight shank of the wrench—just below the adjustable jaw—where the robot hand can firmly grip and apply torque.{hand:[0.42,0.30,0.58,0.85]};{'hand': [0.42, 0.3, 0.58, 0.85]};{'handle': {'x_1': 0.458, 'y_1': 0.301, 'x_2': 0.6465, 'y_2': 0.795}};{'hand': 0.4986967422694059};1947;501
150;grasp_vlm_dataset/vertical_bar19_jpg.rf.d781672d67ee85076205490804572382.jpg;{hand:[0.58,0.44,0.68,0.72]};{'hand': [0.58, 0.44, 0.68, 0.72]};{'handle': {'x_1': 0.575, 'y_1': 0.603, 'x_2': 0.585, 'y_2': 0.654}};{'hand': 0.009024951336046727};1967;473
151;grasp_vlm_dataset/wacker_19_jpg.rf.8ab51c8473e66c4946de24dabac3ba0c.jpg;{index:[0.58,0.45,0.68,0.60]};{'index': [0.58, 0.45, 0.68, 0.6]};{'index': {'x_1': 0.573, 'y_1': 0.48, 'x_2': 0.6, 'y_2': 0.4945}};{'index': 0.019203390391682965};1974;473
152;grasp_vlm_dataset/chainsaw14_cleanup_jpg.rf.62748e6d6edd5b5588fc32ac28d063ec.jpg;"{""hand1"":[0.40,0.38,0.58,0.56],""hand2"":[0.66,0.46,0.86,0.67]}";{'hand1': [0.4, 0.38, 0.58, 0.56], 'hand2': [0.66, 0.46, 0.86, 0.67]};{'hand1': {'x_1': 0.489, 'y_1': 0.357, 'x_2': 0.5395, 'y_2': 0.682}, 'hand2': {'x_1': 0.637, 'y_1': 0.465, 'x_2': 0.7365, 'y_2': 0.5735}};{'hand1': 0.2288375605764995, 'hand2': 0.1865413356406828};1958;941
153;grasp_vlm_dataset/drill_1_jpg.rf.435014de574692be4bd55fe9d5f2f7f5.jpg;{index:[0.47,0.38,0.57,0.55]};{'index': [0.47, 0.38, 0.57, 0.55]};{'index': {'x_1': 0.48, 'y_1': 0.423, 'x_2': 0.5375, 'y_2': 0.4725}};{'index': 0.16742647058823523};1973;601
154;grasp_vlm_dataset/shovel8_cleanup_jpg.rf.8caa927bd209f5e76cfd00aae9378d4d.jpg;"I’ve identified two optimal grasping regions on the shovel:1. The D-shaped handle (for one hand)  2. The mid-shaft area (for the other hand)Normalized bounding boxes:{""hand1"":[0.70,0.05,0.80,0.15],""hand2"":[0.63,0.38,0.73,0.48]}";{'hand1': [0.7, 0.05, 0.8, 0.15], 'hand2': [0.63, 0.38, 0.73, 0.48]};{'hand1': {'x_1': 0.706, 'y_1': 0.199, 'x_2': 0.7325, 'y_2': 0.2245}, 'hand2': {'x_1': 0.599, 'y_1': 0.287, 'x_2': 0.71, 'y_2': 0.786}};{'hand1': 0.0, 'hand2': 0.13939953649654105};1954;792
155;grasp_vlm_dataset/can_opener15_cleanup_jpg.rf.2c4e78962ef2031a99c3d3edb7d4c427.jpg;"I have identified two grasp regions:{""hand1"":[0.17,0.25,0.68,0.35],""hand2"":[0.48,0.45,0.90,0.60]}";{'hand1': [0.48, 0.45, 0.9, 0.6], 'hand2': [0.17, 0.25, 0.68, 0.35]};{'hand1': {'x_1': 0.462, 'y_1': 0.454, 'x_2': 0.979, 'y_2': 0.6145}, 'hand2': {'x_1': 0.065, 'y_1': 0.285, 'x_2': 0.5875, 'y_2': 0.4455}};{'hand1': 0.7243218341926682, 'hand2': 0.2519175205096369};1958;372
156;grasp_vlm_dataset/nail_16_jpg.rf.1b707bdb9c03991344eda63f6f11fb61.jpg;I have identified the optimal fingertip placement on the front face of the trigger lever for secure grasping and actuation of the nail gun.{index:[0.48,0.42,0.63,0.60]};{'index': [0.48, 0.42, 0.63, 0.6]};{'index': {'x_1': 0.451, 'y_1': 0.348, 'x_2': 0.512, 'y_2': 0.4}};{'index': 0.0};1976;565
157;grasp_vlm_dataset/bow14_jpg.rf.71a2fd2cd2d1b27c38de9cab4531960f.jpg;I’ve identified the optimal contact regions for a robotic index finger and thumb on the bow’s grip area (the frog and winding):{index:[0.72,0.63,0.90,0.75],thumb:[0.80,0.75,0.95,0.90]};{'index': [0.72, 0.63, 0.9, 0.75], 'thumb': [0.8, 0.75, 0.95, 0.9]};{'thumb': {'x_1': 0.802, 'y_1': 0.826, 'x_2': 0.8305, 'y_2': 0.8645}, 'index': {'x_1': 0.761, 'y_1': 0.78, 'x_2': 0.8245, 'y_2': 0.8465}};{'index': 0.0, 'thumb': 0.04876666666666676};1971;389
158;grasp_vlm_dataset/syringe1_jpg.rf.4f2dd7814ec4ed3696140d1d8925966f.jpg;I’ve identified the optimal grip regions for stabilizing the syringe during vaccination: the index finger on the flat flange wings just behind the barrel, and the thumb on the plunger disc. Here are the normalized bounding boxes:{index:[0.74,0.22,0.84,0.32],thumb:[0.84,0.16,0.94,0.28]};{'index': [0.74, 0.22, 0.84, 0.32], 'thumb': [0.84, 0.16, 0.94, 0.28]};{'thumb': {'x_1': 0.817, 'y_1': 0.175, 'x_2': 0.8825, 'y_2': 0.29}, 'index': {'x_1': 0.666, 'y_1': 0.234, 'x_2': 0.7815, 'y_2': 0.4015}};{'index': 0.1384554209622826, 'thumb': 0.2961181154611811};1964;663
159;grasp_vlm_dataset/allen_12_jpg.rf.6cdaf4594425e8dc2a1050bb4332f572.jpg;I’ve selected the red T-handle region as the optimal grasping area for torque. ```json{hand: [0.45, 0.37, 0.85, 0.88]}```;{'hand': [0.45, 0.37, 0.85, 0.88]};{'handle': {'x_1': 0.474, 'y_1': 0.285, 'x_2': 0.813, 'y_2': 0.885}};{'hand': 0.7372393501343226};1951;820
160;grasp_vlm_dataset/nail_11_jpg.rf.273f63ae846149a0a6c1bb7fd5f8bc12.jpg;I have identified the trigger — the optimal fingertip contact point for actuating the nail gun. {index:[0.55,0.45,0.66,0.62]};{'index': [0.55, 0.45, 0.66, 0.62]};{'index': {'x_1': 0.639, 'y_1': 0.43, 'x_2': 0.665, 'y_2': 0.4755}};{'index': 0.027677994572942236};1976;365
161;grasp_vlm_dataset/multimeter6_cleanup_jpg.rf.87bea067dcb1fb7c2bd88817e593bf22.jpg;"I’ve placed the left hand on the black probe handle and the right hand on the red probe handle so the robot can grasp and use both leads for continuity testing.{""hand1"":[0.30,0.55,0.45,0.90],""hand2"":[0.45,0.55,0.60,0.90]}";{'hand1': [0.45, 0.55, 0.6, 0.9], 'hand2': [0.3, 0.55, 0.45, 0.9]};{'hand1': {'x_1': 0.277, 'y_1': 0.619, 'x_2': 0.352, 'y_2': 0.8735}, 'hand2': {'x_1': 0.329, 'y_1': 0.618, 'x_2': 0.453, 'y_2': 0.8725}};{'hand1': 0.0, 'hand2': 0.5781538952566015};1983;1486
162;grasp_vlm_dataset/drill_13_jpg.rf.b425d89333a4fa0b054d630a47a1e2d2.jpg;{index:[0.23,0.40,0.37,0.58]};{'index': [0.23, 0.4, 0.37, 0.58]};{'index': {'x_1': 0.26, 'y_1': 0.256, 'x_2': 0.3585, 'y_2': 0.3275}};{'index': 0.0};1973;665
163;grasp_vlm_dataset/scissors8_jpg.rf.472fbb17cf2f677597f975b808994efc.jpg;{index: [0.30, 0.45, 0.50, 0.70], thumb: [0.53, 0.33, 0.74, 0.57]};{'index': [0.3, 0.45, 0.5, 0.7], 'thumb': [0.53, 0.33, 0.74, 0.57]};{'thumb': {'x_1': 0.748, 'y_1': 0.45, 'x_2': 0.9065, 'y_2': 0.581}, 'index': {'x_1': 0.417, 'y_1': 0.666, 'x_2': 0.5935, 'y_2': 0.965}};{'index': 0.028233693341270454, 'thumb': 0.0};1976;1332
164;grasp_vlm_dataset/scissors12_jpg.rf.f44a95057fd54dffca3524af35df59b8.jpg;{index: [0.20, 0.05, 0.40, 0.25], thumb: [0.60, 0.05, 0.80, 0.25]};{'index': [0.2, 0.05, 0.4, 0.25], 'thumb': [0.6, 0.05, 0.8, 0.25]};{'thumb': {'x_1': 0.735, 'y_1': 0.277, 'x_2': 0.7985, 'y_2': 0.305}, 'index': {'x_1': 0.248, 'y_1': 0.176, 'x_2': 0.376, 'y_2': 0.2845}};{'index': 0.21325648414985593, 'thumb': 0.0};1976;628
165;grasp_vlm_dataset/scissors15_jpg.rf.226f137dfd3c2cd21ea71276ba13c453.jpg;I’ve identified the two handle loops where the robot’s index finger and thumb should respectively contact the scissors. The larger, elongated loop on the left (for the index finger) and the smaller, rounder loop on the right (for the thumb) are annotated below in normalized coordinates:{index:[0.10,0.65,0.40,0.90],thumb:[0.57,0.66,0.82,0.92]};{'index': [0.1, 0.65, 0.4, 0.9], 'thumb': [0.57, 0.66, 0.82, 0.92]};{'thumb': {'x_1': 0.79, 'y_1': 0.581, 'x_2': 0.9275, 'y_2': 0.689}, 'index': {'x_1': 0.092, 'y_1': 0.578, 'x_2': 0.321, 'y_2': 0.78}};{'index': 0.31050060522220296, 'thumb': 0.011015446948594519};1976;612
166;grasp_vlm_dataset/vertical_bar13_jpg.rf.f170b845f44c14eabc532996c7602273.jpg;{hand:[0.58,0.30,0.65,0.63]};{'hand': [0.58, 0.3, 0.65, 0.63]};{'handle': {'x_1': 0.511, 'y_1': 0.405, 'x_2': 0.546, 'y_2': 0.4735}};{'hand': 0.0};1967;473
167;grasp_vlm_dataset/nail_1_jpg.rf.986de829e0b2a3a5213b78f01db6c31d.jpg;{index:[0.52,0.46,0.62,0.58]};{'index': [0.52, 0.46, 0.62, 0.58]};{'index': {'x_1': 0.394, 'y_1': 0.55, 'x_2': 0.4285, 'y_2': 0.6015}};{'index': 0.0};1976;601
168;grasp_vlm_dataset/glue_15_jpg.rf.6a95976744a461ee77b747f9e9c0ea1d.jpg;{index:[0.45,0.50,0.60,0.75]};{'index': [0.45, 0.5, 0.6, 0.75]};{'index': {'x_1': 0.53, 'y_1': 0.55, 'x_2': 0.576, 'y_2': 0.692}};{'index': 0.17418666666666632};1976;729
169;grasp_vlm_dataset/hammer_8_jpg.rf.57300b3805d2cf6dff509d041774b61f.jpg;{hand:[0.38,0.05,0.62,0.45]};{'hand': [0.38, 0.05, 0.62, 0.45]};{'handle': {'x_1': 0.392, 'y_1': 0.089, 'x_2': 0.5925, 'y_2': 0.602}};{'hand': 0.5722864416964485};1947;537
170;grasp_vlm_dataset/scissors1_jpg.rf.f94c99912c0dbe806bd9163c2e82910a.jpg;I have identified the optimal contact regions for the thumb (smaller, upper handle loop) and the index finger (larger, lower handle loop) as follows:{index:[0.06,0.50,0.46,0.78],thumb:[0.15,0.14,0.38,0.40]};{'index': [0.06, 0.5, 0.46, 0.78], 'thumb': [0.15, 0.14, 0.38, 0.4]};{'thumb': {'x_1': 0.136, 'y_1': 0.307, 'x_2': 0.3345, 'y_2': 0.438}, 'index': {'x_1': 0.046, 'y_1': 0.559, 'x_2': 0.4055, 'y_2': 0.6985}};{'index': 0.42295727185769566, 'thumb': 0.24995993881564582};1976;652
171;grasp_vlm_dataset/darts5_jpg.rf.3161a212cec39eb6bc2399b195e56925.jpg;{index:[0.34,0.38,0.45,0.50],thumb:[0.45,0.50,0.56,0.62]};{'index': [0.34, 0.38, 0.45, 0.5], 'thumb': [0.45, 0.5, 0.56, 0.62]};{'index': {'x_1': 0.411, 'y_1': 0.401, 'x_2': 0.5875, 'y_2': 0.714}, 'thumb': {'x_1': 0.369, 'y_1': 0.42, 'x_2': 0.553, 'y_2': 0.7165}};{'index': 0.05978307152755739, 'thumb': 0.2231208029460611};1968;939
172;grasp_vlm_dataset/can_opener8_cleanup_jpeg.rf.bdc337e29c8e35422f1e1ae4f1c23687.jpg;"I’ve placed the left robotic hand (hand1) around both metal squeezing handles to clamp the opener onto the can, and the right robotic hand (hand2) on the black crank handle to rotate it. The boxes are given in normalized [x1, y1, x2, y2] format.{""hand1"":[0.15,0.05,0.70,0.50],""hand2"":[0.60,0.50,0.90,0.95]}";{'hand1': [0.15, 0.05, 0.7, 0.5], 'hand2': [0.6, 0.5, 0.9, 0.95]};{'hand1': {'x_1': 0.281, 'y_1': 0.04, 'x_2': 0.704, 'y_2': 0.634}, 'hand2': {'x_1': 0.534, 'y_1': 0.568, 'x_2': 0.704, 'y_2': 0.9505}};{'hand1': 0.6078101427410932, 'hand2': 0.2478399470981989};1958;1455
173;grasp_vlm_dataset/rnd_door5_jpg.rf.86400b399cc7de6b5d66efc944defff8.jpg;I’ve identified the circular door knob (the white oval knob on its dark square backplate) as the optimal grasp region. Here is the normalized bounding box:{hand:[0.56,0.47,0.72,0.65]};{'hand': [0.56, 0.47, 0.72, 0.65]};{'handle': {'x_1': 0.49, 'y_1': 0.483, 'x_2': 0.654, 'y_2': 0.5975}};{'hand': 0.2923536601928562};1962;441
174;grasp_vlm_dataset/allen_13_jpg.rf.cb5d1f7ce7ffbb1531f2c929af2f69f1.jpg;I’ve identified the optimal grasp region on the T-handle of the allen key where the robot hand should wrap around for maximum torque. {hand:[0.10,0.10,0.52,0.30]};{'hand': [0.1, 0.1, 0.52, 0.3]};{'handle': {'x_1': 0.023, 'y_1': 0.026, 'x_2': 0.4995, 'y_2': 0.48}};{'hand': 0.36247170316334815};1951;1013
175;grasp_vlm_dataset/darts12_jpg.rf.2afed0196917bda432cf70387e75b337.jpg;I’ve identified the knurled barrel section of the dart (the optimal grip region) and split it into two adjacent contact zones for the index finger (on the upper side) and thumb (on the lower side). The bounding boxes are normalized to the full image.{index:[0.33,0.34,0.43,0.37],thumb:[0.33,0.39,0.43,0.42]};{'index': [0.33, 0.34, 0.43, 0.37], 'thumb': [0.33, 0.39, 0.43, 0.42]};{'index': {'x_1': 0.419, 'y_1': 0.433, 'x_2': 0.5765, 'y_2': 0.5885}, 'thumb': {'x_1': 0.411, 'y_1': 0.473, 'x_2': 0.5585, 'y_2': 0.622}};{'index': 0.0, 'thumb': 0.0};1968;801
176;grasp_vlm_dataset/rnd_door14_jpg.rf.231d2ba72a29002bd208364433cfcf59.jpg;I have identified the round door handle’s location and provided a tight grasping region for the robotic hand.{hand:[0.55,0.48,0.67,0.62]};{'hand': [0.55, 0.48, 0.67, 0.62]};{'handle': {'x_1': 0.523, 'y_1': 0.582, 'x_2': 0.56, 'y_2': 0.6085}};{'hand': 0.01512945676686369};1962;622
177;grasp_vlm_dataset/syringe20_jpg.rf.88e9dfd20447e32f6cce37980911ce7e.jpg;I have identified the optimal contact regions for a stable syringe grip:{index:[0.70,0.60,0.88,0.80],thumb:[0.85,0.78,0.99,0.96]};{'index': [0.7, 0.6, 0.88, 0.8], 'thumb': [0.85, 0.78, 0.99, 0.96]};{'thumb': {'x_1': 0.845, 'y_1': 0.846, 'x_2': 0.9995, 'y_2': 0.9995}, 'index': {'x_1': 0.697, 'y_1': 0.701, 'x_2': 0.8885, 'y_2': 0.889}};{'index': 0.3288915137868667, 'thumb': 0.4842857467968409};1964;824
